   列号   行号   纬度   经度
    497    537  32.75  49.40
    497    538  32.74  49.47
    497    539  32.74  49.55
    497    540  32.73  49.63
    497    541  32.73  49.71
    497    542  32.73  49.79
    497    543  32.72  49.87
    497    544  32.72  49.95
    497    545  32.71  50.02
    497    546  32.71  50.10
    497    547  32.70  50.18
    497    548  32.70  50.26
    497    549  32.69  50.34
    497    550  32.69  50.41
    498    451  33.15  42.01
    498    452  33.14  42.10
    498    453  33.13  42.20
    498    454  33.13  42.29
    498    455  33.12  42.39
    498    456  33.12  42.48
    498    457  33.11  42.58
    498    458  33.10  42.67
    498    459  33.10  42.76
    498    460  33.09  42.86
    498    461  33.09  42.95
    498    462  33.08  43.04
    498    463  33.07  43.13
    498    464  33.07  43.23
    498    465  33.06  43.32
    498    466  33.06  43.41
    498    467  33.05  43.50
    498    468  33.04  43.59
    498    469  33.04  43.68
    498    470  33.03  43.77
    498    471  33.03  43.86
    498    472  33.02  43.95
    498    473  33.01  44.04
    498    474  33.01  44.13
    498    475  33.00  44.22
    498    476  33.00  44.31
    498    477  32.99  44.40
    498    478  32.99  44.49
    498    479  32.98  44.58
    498    480  32.97  44.67
    498    481  32.97  44.76
    498    482  32.96  44.85
    498    483  32.96  44.93
    498    484  32.95  45.02
    498    485  32.95  45.11
    498    486  32.94  45.20
    498    487  32.94  45.29
    498    488  32.93  45.37
    498    489  32.92  45.46
    498    490  32.92  45.55
    498    491  32.91  45.63
    498    492  32.91  45.72
    498    493  32.90  45.81
    498    494  32.90  45.89
    498    495  32.89  45.98
    498    496  32.89  46.06
    498    497  32.88  46.15
    498    498  32.88  46.23
    498    499  32.87  46.32
    498    500  32.87  46.40
    498    501  32.86  46.49
    498    502  32.86  46.57
    498    503  32.85  46.66
    498    504  32.85  46.74
    498    505  32.84  46.83
    498    506  32.84  46.91
    498    507  32.83  46.99
    498    508  32.83  47.08
    498    509  32.82  47.16
    498    510  32.81  47.24
    498    511  32.81  47.33
    498    512  32.80  47.41
    498    513  32.80  47.49
    498    514  32.80  47.57
    498    515  32.79  47.66
    498    516  32.79  47.74
    498    517  32.78  47.82
    498    518  32.78  47.90
    498    519  32.77  47.98
    498    520  32.77  48.07
    498    521  32.76  48.15
    498    522  32.76  48.23
    498    523  32.75  48.31
    498    524  32.75  48.39
    498    525  32.74  48.47
    498    526  32.74  48.55
    498    527  32.73  48.63
    498    528  32.73  48.71
    498    529  32.72  48.79
    498    530  32.72  48.87
    498    531  32.71  48.95
    498    532  32.71  49.03
    498    533  32.70  49.11
    498    534  32.70  49.19
    498    535  32.70  49.27
    498    536  32.69  49.35
    498    537  32.69  49.43
    498    538  32.68  49.51
    498    539  32.68  49.59
    498    540  32.67  49.67
    498    541  32.67  49.75
    498    542  32.66  49.83
    498    543  32.66  49.90
    498    544  32.65  49.98
    498    545  32.65  50.06
    498    546  32.65  50.14
    498    547  32.64  50.22
    498    548  32.64  50.29
    498    549  32.63  50.37
    498    550  32.63  50.45
    499    451  33.08  42.06
    499    452  33.08  42.15
    499    453  33.07  42.25
    499    454  33.06  42.34
    499    455  33.06  42.44
    499    456  33.05  42.53
    499    457  33.05  42.62
    499    458  33.04  42.72
    499    459  33.03  42.81
    499    460  33.03  42.90
    499    461  33.02  43.00
    499    462  33.02  43.09
    499    463  33.01  43.18
    499    464  33.00  43.27
    499    465  33.00  43.36
    499    466  32.99  43.46
    499    467  32.99  43.55
    499    468  32.98  43.64
    499    469  32.97  43.73
    499    470  32.97  43.82
    499    471  32.96  43.91
    499    472  32.96  44.00
    499    473  32.95  44.09
    499    474  32.95  44.18
    499    475  32.94  44.27
    499    476  32.93  44.36
    499    477  32.93  44.45
    499    478  32.92  44.54
    499    479  32.92  44.63
    499    480  32.91  44.71
    499    481  32.91  44.80
    499    482  32.90  44.89
    499    483  32.89  44.98
    499    484  32.89  45.07
    499    485  32.88  45.15
    499    486  32.88  45.24
    499    487  32.87  45.33
    499    488  32.87  45.42
    499    489  32.86  45.50
    499    490  32.86  45.59
    499    491  32.85  45.68
    499    492  32.85  45.76
    499    493  32.84  45.85
    499    494  32.83  45.93
    499    495  32.83  46.02
    499    496  32.82  46.10
    499    497  32.82  46.19
    499    498  32.81  46.27
    499    499  32.81  46.36
    499    500  32.80  46.44
    499    501  32.80  46.53
    499    502  32.79  46.61
    499    503  32.79  46.70
    499    504  32.78  46.78
    499    505  32.78  46.87
    499    506  32.77  46.95
    499    507  32.77  47.03
    499    508  32.76  47.12
    499    509  32.76  47.20
    499    510  32.75  47.28
    499    511  32.75  47.37
    499    512  32.74  47.45
    499    513  32.74  47.53
    499    514  32.73  47.61
    499    515  32.73  47.70
    499    516  32.72  47.78
    499    517  32.72  47.86
    499    518  32.71  47.94
    499    519  32.71  48.02
    499    520  32.70  48.10
    499    521  32.70  48.19
    499    522  32.69  48.27
    499    523  32.69  48.35
    499    524  32.68  48.43
    499    525  32.68  48.51
    499    526  32.67  48.59
    499    527  32.67  48.67
    499    528  32.67  48.75
    499    529  32.66  48.83
    499    530  32.66  48.91
    499    531  32.65  48.99
    499    532  32.65  49.07
    499    533  32.64  49.15
    499    534  32.64  49.23
    499    535  32.63  49.31
    499    536  32.63  49.39
    499    537  32.62  49.47
    499    538  32.62  49.55
    499    539  32.61  49.62
    499    540  32.61  49.70
    499    541  32.61  49.78
    499    542  32.60  49.86
    499    543  32.60  49.94
    499    544  32.59  50.02
    499    545  32.59  50.09
    499    546  32.58  50.17
    499    547  32.58  50.25
    499    548  32.57  50.33
    499    549  32.57  50.41
    499    550  32.57  50.48
    500    451  33.02  42.11
    500    452  33.01  42.20
    500    453  33.01  42.30
    500    454  33.00  42.39
    500    455  32.99  42.49
    500    456  32.99  42.58
    500    457  32.98  42.67
    500    458  32.98  42.77
    500    459  32.97  42.86
    500    460  32.96  42.95
    500    461  32.96  43.04
    500    462  32.95  43.14
    500    463  32.95  43.23
    500    464  32.94  43.32
    500    465  32.93  43.41
    500    466  32.93  43.50
    500    467  32.92  43.59
    500    468  32.92  43.68
    500    469  32.91  43.78
    500    470  32.90  43.87
    500    471  32.90  43.96
    500    472  32.89  44.05
    500    473  32.89  44.14
    500    474  32.88  44.23
    500    475  32.88  44.31
    500    476  32.87  44.40
    500    477  32.86  44.49
    500    478  32.86  44.58
    500    479  32.85  44.67
    500    480  32.85  44.76
    500    481  32.84  44.85
    500    482  32.84  44.93
    500    483  32.83  45.02
    500    484  32.83  45.11
    500    485  32.82  45.20
    500    486  32.81  45.28
    500    487  32.81  45.37
    500    488  32.80  45.46
    500    489  32.80  45.54
    500    490  32.79  45.63
    500    491  32.79  45.72
    500    492  32.78  45.80
    500    493  32.78  45.89
    500    494  32.77  45.97
    500    495  32.77  46.06
    500    496  32.76  46.15
    500    497  32.76  46.23
    500    498  32.75  46.32
    500    499  32.75  46.40
    500    500  32.74  46.49
    500    501  32.74  46.57
    500    502  32.73  46.65
    500    503  32.73  46.74
    500    504  32.72  46.82
    500    505  32.71  46.91
    500    506  32.71  46.99
    500    507  32.70  47.07
    500    508  32.70  47.16
    500    509  32.69  47.24
    500    510  32.69  47.32
    500    511  32.68  47.40
    500    512  32.68  47.49
    500    513  32.67  47.57
    500    514  32.67  47.65
    500    515  32.67  47.73
    500    516  32.66  47.82
    500    517  32.66  47.90
    500    518  32.65  47.98
    500    519  32.65  48.06
    500    520  32.64  48.14
    500    521  32.64  48.22
    500    522  32.63  48.30
    500    523  32.63  48.39
    500    524  32.62  48.47
    500    525  32.62  48.55
    500    526  32.61  48.63
    500    527  32.61  48.71
    500    528  32.60  48.79
    500    529  32.60  48.87
    500    530  32.59  48.95
    500    531  32.59  49.03
    500    532  32.58  49.11
    500    533  32.58  49.19
    500    534  32.58  49.27
    500    535  32.57  49.34
    500    536  32.57  49.42
    500    537  32.56  49.50
    500    538  32.56  49.58
    500    539  32.55  49.66
    500    540  32.55  49.74
    500    541  32.54  49.82
    500    542  32.54  49.90
    500    543  32.54  49.97
    500    544  32.53  50.05
    500    545  32.53  50.13
    500    546  32.52  50.21
    500    547  32.52  50.28
    500    548  32.51  50.36
    500    549  32.51  50.44
    500    550  32.50  50.52
    501    451  32.96  42.16
    501    452  32.95  42.25
    501    453  32.94  42.35
    501    454  32.94  42.44
    501    455  32.93  42.53
    501    456  32.92  42.63
    501    457  32.92  42.72
    501    458  32.91  42.81
    501    459  32.91  42.91
    501    460  32.90  43.00
    501    461  32.89  43.09
    501    462  32.89  43.18
    501    463  32.88  43.28
    501    464  32.88  43.37
    501    465  32.87  43.46
    501    466  32.86  43.55
    501    467  32.86  43.64
    501    468  32.85  43.73
    501    469  32.85  43.82
    501    470  32.84  43.91
    501    471  32.84  44.00
    501    472  32.83  44.09
    501    473  32.82  44.18
    501    474  32.82  44.27
    501    475  32.81  44.36
    501    476  32.81  44.45
    501    477  32.80  44.54
    501    478  32.80  44.63
    501    479  32.79  44.71
    501    480  32.78  44.80
    501    481  32.78  44.89
    501    482  32.77  44.98
    501    483  32.77  45.07
    501    484  32.76  45.15
    501    485  32.76  45.24
    501    486  32.75  45.33
    501    487  32.75  45.41
    501    488  32.74  45.50
    501    489  32.74  45.59
    501    490  32.73  45.67
    501    491  32.72  45.76
    501    492  32.72  45.85
    501    493  32.71  45.93
    501    494  32.71  46.02
    501    495  32.70  46.10
    501    496  32.70  46.19
    501    497  32.69  46.27
    501    498  32.69  46.36
    501    499  32.68  46.44
    501    500  32.68  46.53
    501    501  32.67  46.61
    501    502  32.67  46.69
    501    503  32.66  46.78
    501    504  32.66  46.86
    501    505  32.65  46.95
    501    506  32.65  47.03
    501    507  32.64  47.11
    501    508  32.64  47.20
    501    509  32.63  47.28
    501    510  32.63  47.36
    501    511  32.62  47.44
    501    512  32.62  47.53
    501    513  32.61  47.61
    501    514  32.61  47.69
    501    515  32.60  47.77
    501    516  32.60  47.85
    501    517  32.59  47.94
    501    518  32.59  48.02
    501    519  32.58  48.10
    501    520  32.58  48.18
    501    521  32.57  48.26
    501    522  32.57  48.34
    501    523  32.56  48.42
    501    524  32.56  48.50
    501    525  32.56  48.58
    501    526  32.55  48.66
    501    527  32.55  48.74
    501    528  32.54  48.82
    501    529  32.54  48.90
    501    530  32.53  48.98
    501    531  32.53  49.06
    501    532  32.52  49.14
    501    533  32.52  49.22
    501    534  32.51  49.30
    501    535  32.51  49.38
    501    536  32.50  49.46
    501    537  32.50  49.54
    501    538  32.50  49.62
    501    539  32.49  49.70
    501    540  32.49  49.77
    501    541  32.48  49.85
    501    542  32.48  49.93
    501    543  32.47  50.01
    501    544  32.47  50.09
    501    545  32.46  50.16
    501    546  32.46  50.24
    501    547  32.46  50.32
    501    548  32.45  50.40
    501    549  32.45  50.47
    501    550  32.44  50.55
    502    451  32.89  42.21
    502    452  32.89  42.30
    502    453  32.88  42.40
    502    454  32.87  42.49
    502    455  32.87  42.58
    502    456  32.86  42.68
    502    457  32.85  42.77
    502    458  32.85  42.86
    502    459  32.84  42.95
    502    460  32.84  43.05
    502    461  32.83  43.14
    502    462  32.82  43.23
    502    463  32.82  43.32
    502    464  32.81  43.41
    502    465  32.81  43.50
    502    466  32.80  43.60
    502    467  32.80  43.69
    502    468  32.79  43.78
    502    469  32.78  43.87
    502    470  32.78  43.96
    502    471  32.77  44.05
    502    472  32.77  44.14
    502    473  32.76  44.23
    502    474  32.76  44.32
    502    475  32.75  44.40
    502    476  32.74  44.49
    502    477  32.74  44.58
    502    478  32.73  44.67
    502    479  32.73  44.76
    502    480  32.72  44.85
    502    481  32.72  44.93
    502    482  32.71  45.02
    502    483  32.70  45.11
    502    484  32.70  45.20
    502    485  32.69  45.28
    502    486  32.69  45.37
    502    487  32.68  45.46
    502    488  32.68  45.54
    502    489  32.67  45.63
    502    490  32.67  45.72
    502    491  32.66  45.80
    502    492  32.66  45.89
    502    493  32.65  45.97
    502    494  32.65  46.06
    502    495  32.64  46.14
    502    496  32.64  46.23
    502    497  32.63  46.31
    502    498  32.63  46.40
    502    499  32.62  46.48
    502    500  32.62  46.57
    502    501  32.61  46.65
    502    502  32.60  46.73
    502    503  32.60  46.82
    502    504  32.59  46.90
    502    505  32.59  46.99
    502    506  32.58  47.07
    502    507  32.58  47.15
    502    508  32.57  47.23
    502    509  32.57  47.32
    502    510  32.56  47.40
    502    511  32.56  47.48
    502    512  32.56  47.56
    502    513  32.55  47.65
    502    514  32.55  47.73
    502    515  32.54  47.81
    502    516  32.54  47.89
    502    517  32.53  47.97
    502    518  32.53  48.06
    502    519  32.52  48.14
    502    520  32.52  48.22
    502    521  32.51  48.30
    502    522  32.51  48.38
    502    523  32.50  48.46
    502    524  32.50  48.54
    502    525  32.49  48.62
    502    526  32.49  48.70
    502    527  32.48  48.78
    502    528  32.48  48.86
    502    529  32.47  48.94
    502    530  32.47  49.02
    502    531  32.47  49.10
    502    532  32.46  49.18
    502    533  32.46  49.26
    502    534  32.45  49.34
    502    535  32.45  49.42
    502    536  32.44  49.50
    502    537  32.44  49.57
    502    538  32.43  49.65
    502    539  32.43  49.73
    502    540  32.42  49.81
    502    541  32.42  49.89
    502    542  32.42  49.97
    502    543  32.41  50.04
    502    544  32.41  50.12
    502    545  32.40  50.20
    502    546  32.40  50.28
    502    547  32.39  50.35
    502    548  32.39  50.43
    502    549  32.39  50.51
    502    550  32.38  50.58
    503    451  32.83  42.26
    503    452  32.82  42.35
    503    453  32.82  42.44
    503    454  32.81  42.54
    503    455  32.80  42.63
    503    456  32.80  42.72
    503    457  32.79  42.82
    503    458  32.78  42.91
    503    459  32.78  43.00
    503    460  32.77  43.09
    503    461  32.77  43.19
    503    462  32.76  43.28
    503    463  32.76  43.37
    503    464  32.75  43.46
    503    465  32.74  43.55
    503    466  32.74  43.64
    503    467  32.73  43.73
    503    468  32.73  43.82
    503    469  32.72  43.91
    503    470  32.71  44.00
    503    471  32.71  44.09
    503    472  32.70  44.18
    503    473  32.70  44.27
    503    474  32.69  44.36
    503    475  32.69  44.45
    503    476  32.68  44.54
    503    477  32.68  44.63
    503    478  32.67  44.71
    503    479  32.66  44.80
    503    480  32.66  44.89
    503    481  32.65  44.98
    503    482  32.65  45.06
    503    483  32.64  45.15
    503    484  32.64  45.24
    503    485  32.63  45.33
    503    486  32.63  45.41
    503    487  32.62  45.50
    503    488  32.62  45.59
    503    489  32.61  45.67
    503    490  32.60  45.76
    503    491  32.60  45.84
    503    492  32.59  45.93
    503    493  32.59  46.01
    503    494  32.58  46.10
    503    495  32.58  46.18
    503    496  32.57  46.27
    503    497  32.57  46.35
    503    498  32.56  46.44
    503    499  32.56  46.52
    503    500  32.55  46.61
    503    501  32.55  46.69
    503    502  32.54  46.77
    503    503  32.54  46.86
    503    504  32.53  46.94
    503    505  32.53  47.02
    503    506  32.52  47.11
    503    507  32.52  47.19
    503    508  32.51  47.27
    503    509  32.51  47.36
    503    510  32.50  47.44
    503    511  32.50  47.52
    503    512  32.49  47.60
    503    513  32.49  47.69
    503    514  32.48  47.77
    503    515  32.48  47.85
    503    516  32.47  47.93
    503    517  32.47  48.01
    503    518  32.46  48.09
    503    519  32.46  48.17
    503    520  32.45  48.26
    503    521  32.45  48.34
    503    522  32.44  48.42
    503    523  32.44  48.50
    503    524  32.44  48.58
    503    525  32.43  48.66
    503    526  32.43  48.74
    503    527  32.42  48.82
    503    528  32.42  48.90
    503    529  32.41  48.98
    503    530  32.41  49.06
    503    531  32.40  49.14
    503    532  32.40  49.22
    503    533  32.39  49.29
    503    534  32.39  49.37
    503    535  32.39  49.45
    503    536  32.38  49.53
    503    537  32.38  49.61
    503    538  32.37  49.69
    503    539  32.37  49.77
    503    540  32.36  49.84
    503    541  32.36  49.92
    503    542  32.35  50.00
    503    543  32.35  50.08
    503    544  32.35  50.16
    503    545  32.34  50.23
    503    546  32.34  50.31
    503    547  32.33  50.39
    503    548  32.33  50.46
    503    549  32.32  50.54
    503    550  32.32  50.62
    504    451  32.76  42.31
    504    452  32.76  42.40
    504    453  32.75  42.49
    504    454  32.75  42.59
    504    455  32.74  42.68
    504    456  32.73  42.77
    504    457  32.73  42.86
    504    458  32.72  42.96
    504    459  32.72  43.05
    504    460  32.71  43.14
    504    461  32.70  43.23
    504    462  32.70  43.32
    504    463  32.69  43.42
    504    464  32.69  43.51
    504    465  32.68  43.60
    504    466  32.67  43.69
    504    467  32.67  43.78
    504    468  32.66  43.87
    504    469  32.66  43.96
    504    470  32.65  44.05
    504    471  32.65  44.14
    504    472  32.64  44.23
    504    473  32.63  44.32
    504    474  32.63  44.40
    504    475  32.62  44.49
    504    476  32.62  44.58
    504    477  32.61  44.67
    504    478  32.61  44.76
    504    479  32.60  44.85
    504    480  32.60  44.93
    504    481  32.59  45.02
    504    482  32.58  45.11
    504    483  32.58  45.19
    504    484  32.57  45.28
    504    485  32.57  45.37
    504    486  32.56  45.45
    504    487  32.56  45.54
    504    488  32.55  45.63
    504    489  32.55  45.71
    504    490  32.54  45.80
    504    491  32.54  45.88
    504    492  32.53  45.97
    504    493  32.53  46.06
    504    494  32.52  46.14
    504    495  32.52  46.23
    504    496  32.51  46.31
    504    497  32.51  46.39
    504    498  32.50  46.48
    504    499  32.50  46.56
    504    500  32.49  46.65
    504    501  32.49  46.73
    504    502  32.48  46.81
    504    503  32.48  46.90
    504    504  32.47  46.98
    504    505  32.47  47.06
    504    506  32.46  47.15
    504    507  32.46  47.23
    504    508  32.45  47.31
    504    509  32.45  47.40
    504    510  32.44  47.48
    504    511  32.44  47.56
    504    512  32.43  47.64
    504    513  32.43  47.72
    504    514  32.42  47.81
    504    515  32.42  47.89
    504    516  32.41  47.97
    504    517  32.41  48.05
    504    518  32.40  48.13
    504    519  32.40  48.21
    504    520  32.39  48.29
    504    521  32.39  48.37
    504    522  32.38  48.45
    504    523  32.38  48.53
    504    524  32.37  48.61
    504    525  32.37  48.69
    504    526  32.36  48.77
    504    527  32.36  48.85
    504    528  32.36  48.93
    504    529  32.35  49.01
    504    530  32.35  49.09
    504    531  32.34  49.17
    504    532  32.34  49.25
    504    533  32.33  49.33
    504    534  32.33  49.41
    504    535  32.32  49.49
    504    536  32.32  49.57
    504    537  32.31  49.64
    504    538  32.31  49.72
    504    539  32.31  49.80
    504    540  32.30  49.88
    504    541  32.30  49.96
    504    542  32.29  50.03
    504    543  32.29  50.11
    504    544  32.28  50.19
    504    545  32.28  50.27
    504    546  32.28  50.34
    504    547  32.27  50.42
    504    548  32.27  50.50
    504    549  32.26  50.58
    504    550  32.26  50.65
    505    451  32.70  42.35
    505    452  32.69  42.45
    505    453  32.69  42.54
    505    454  32.68  42.63
    505    455  32.68  42.73
    505    456  32.67  42.82
    505    457  32.66  42.91
    505    458  32.66  43.00
    505    459  32.65  43.10
    505    460  32.65  43.19
    505    461  32.64  43.28
    505    462  32.63  43.37
    505    463  32.63  43.46
    505    464  32.62  43.55
    505    465  32.62  43.64
    505    466  32.61  43.73
    505    467  32.61  43.82
    505    468  32.60  43.91
    505    469  32.59  44.00
    505    470  32.59  44.09
    505    471  32.58  44.18
    505    472  32.58  44.27
    505    473  32.57  44.36
    505    474  32.57  44.45
    505    475  32.56  44.54
    505    476  32.55  44.63
    505    477  32.55  44.71
    505    478  32.54  44.80
    505    479  32.54  44.89
    505    480  32.53  44.98
    505    481  32.53  45.06
    505    482  32.52  45.15
    505    483  32.52  45.24
    505    484  32.51  45.32
    505    485  32.51  45.41
    505    486  32.50  45.50
    505    487  32.50  45.58
    505    488  32.49  45.67
    505    489  32.48  45.75
    505    490  32.48  45.84
    505    491  32.47  45.93
    505    492  32.47  46.01
    505    493  32.46  46.10
    505    494  32.46  46.18
    505    495  32.45  46.27
    505    496  32.45  46.35
    505    497  32.44  46.43
    505    498  32.44  46.52
    505    499  32.43  46.60
    505    500  32.43  46.69
    505    501  32.42  46.77
    505    502  32.42  46.85
    505    503  32.41  46.94
    505    504  32.41  47.02
    505    505  32.40  47.10
    505    506  32.40  47.19
    505    507  32.39  47.27
    505    508  32.39  47.35
    505    509  32.38  47.43
    505    510  32.38  47.52
    505    511  32.37  47.60
    505    512  32.37  47.68
    505    513  32.36  47.76
    505    514  32.36  47.84
    505    515  32.35  47.92
    505    516  32.35  48.01
    505    517  32.34  48.09
    505    518  32.34  48.17
    505    519  32.34  48.25
    505    520  32.33  48.33
    505    521  32.33  48.41
    505    522  32.32  48.49
    505    523  32.32  48.57
    505    524  32.31  48.65
    505    525  32.31  48.73
    505    526  32.30  48.81
    505    527  32.30  48.89
    505    528  32.29  48.97
    505    529  32.29  49.05
    505    530  32.28  49.13
    505    531  32.28  49.21
    505    532  32.28  49.29
    505    533  32.27  49.37
    505    534  32.27  49.44
    505    535  32.26  49.52
    505    536  32.26  49.60
    505    537  32.25  49.68
    505    538  32.25  49.76
    505    539  32.24  49.84
    505    540  32.24  49.91
    505    541  32.24  49.99
    505    542  32.23  50.07
    505    543  32.23  50.15
    505    544  32.22  50.22
    505    545  32.22  50.30
    505    546  32.21  50.38
    505    547  32.21  50.45
    505    548  32.21  50.53
    505    549  32.20  50.61
    505    550  32.20  50.69
    506    451  32.64  42.40
    506    452  32.63  42.50
    506    453  32.62  42.59
    506    454  32.62  42.68
    506    455  32.61  42.77
    506    456  32.61  42.87
    506    457  32.60  42.96
    506    458  32.59  43.05
    506    459  32.59  43.14
    506    460  32.58  43.23
    506    461  32.58  43.33
    506    462  32.57  43.42
    506    463  32.57  43.51
    506    464  32.56  43.60
    506    465  32.55  43.69
    506    466  32.55  43.78
    506    467  32.54  43.87
    506    468  32.54  43.96
    506    469  32.53  44.05
    506    470  32.53  44.14
    506    471  32.52  44.23
    506    472  32.51  44.32
    506    473  32.51  44.40
    506    474  32.50  44.49
    506    475  32.50  44.58
    506    476  32.49  44.67
    506    477  32.49  44.76
    506    478  32.48  44.84
    506    479  32.48  44.93
    506    480  32.47  45.02
    506    481  32.46  45.11
    506    482  32.46  45.19
    506    483  32.45  45.28
    506    484  32.45  45.37
    506    485  32.44  45.45
    506    486  32.44  45.54
    506    487  32.43  45.62
    506    488  32.43  45.71
    506    489  32.42  45.80
    506    490  32.42  45.88
    506    491  32.41  45.97
    506    492  32.41  46.05
    506    493  32.40  46.14
    506    494  32.40  46.22
    506    495  32.39  46.31
    506    496  32.39  46.39
    506    497  32.38  46.47
    506    498  32.38  46.56
    506    499  32.37  46.64
    506    500  32.37  46.73
    506    501  32.36  46.81
    506    502  32.36  46.89
    506    503  32.35  46.98
    506    504  32.35  47.06
    506    505  32.34  47.14
    506    506  32.34  47.22
    506    507  32.33  47.31
    506    508  32.33  47.39
    506    509  32.32  47.47
    506    510  32.32  47.55
    506    511  32.31  47.64
    506    512  32.31  47.72
    506    513  32.30  47.80
    506    514  32.30  47.88
    506    515  32.29  47.96
    506    516  32.29  48.04
    506    517  32.28  48.12
    506    518  32.28  48.20
    506    519  32.27  48.29
    506    520  32.27  48.37
    506    521  32.26  48.45
    506    522  32.26  48.53
    506    523  32.25  48.61
    506    524  32.25  48.69
    506    525  32.25  48.77
    506    526  32.24  48.85
    506    527  32.24  48.93
    506    528  32.23  49.01
    506    529  32.23  49.08
    506    530  32.22  49.16
    506    531  32.22  49.24
    506    532  32.21  49.32
    506    533  32.21  49.40
    506    534  32.20  49.48
    506    535  32.20  49.56
    506    536  32.20  49.64
    506    537  32.19  49.71
    506    538  32.19  49.79
    506    539  32.18  49.87
    506    540  32.18  49.95
    506    541  32.17  50.03
    506    542  32.17  50.10
    506    543  32.17  50.18
    506    544  32.16  50.26
    506    545  32.16  50.33
    506    546  32.15  50.41
    506    547  32.15  50.49
    506    548  32.14  50.57
    506    549  32.14  50.64
    506    550  32.14  50.72
    507    451  32.57  42.45
    507    452  32.57  42.54
    507    453  32.56  42.64
    507    454  32.56  42.73
    507    455  32.55  42.82
    507    456  32.54  42.91
    507    457  32.54  43.01
    507    458  32.53  43.10
    507    459  32.53  43.19
    507    460  32.52  43.28
    507    461  32.51  43.37
    507    462  32.51  43.46
    507    463  32.50  43.55
    507    464  32.50  43.64
    507    465  32.49  43.73
    507    466  32.48  43.82
    507    467  32.48  43.91
    507    468  32.47  44.00
    507    469  32.47  44.09
    507    470  32.46  44.18
    507    471  32.46  44.27
    507    472  32.45  44.36
    507    473  32.45  44.45
    507    474  32.44  44.54
    507    475  32.43  44.62
    507    476  32.43  44.71
    507    477  32.42  44.80
    507    478  32.42  44.89
    507    479  32.41  44.97
    507    480  32.41  45.06
    507    481  32.40  45.15
    507    482  32.40  45.24
    507    483  32.39  45.32
    507    484  32.39  45.41
    507    485  32.38  45.49
    507    486  32.38  45.58
    507    487  32.37  45.67
    507    488  32.36  45.75
    507    489  32.36  45.84
    507    490  32.35  45.92
    507    491  32.35  46.01
    507    492  32.34  46.09
    507    493  32.34  46.18
    507    494  32.33  46.26
    507    495  32.33  46.35
    507    496  32.32  46.43
    507    497  32.32  46.51
    507    498  32.31  46.60
    507    499  32.31  46.68
    507    500  32.30  46.77
    507    501  32.30  46.85
    507    502  32.29  46.93
    507    503  32.29  47.02
    507    504  32.28  47.10
    507    505  32.28  47.18
    507    506  32.27  47.26
    507    507  32.27  47.35
    507    508  32.26  47.43
    507    509  32.26  47.51
    507    510  32.25  47.59
    507    511  32.25  47.67
    507    512  32.24  47.76
    507    513  32.24  47.84
    507    514  32.23  47.92
    507    515  32.23  48.00
    507    516  32.23  48.08
    507    517  32.22  48.16
    507    518  32.22  48.24
    507    519  32.21  48.32
    507    520  32.21  48.40
    507    521  32.20  48.48
    507    522  32.20  48.56
    507    523  32.19  48.64
    507    524  32.19  48.72
    507    525  32.18  48.80
    507    526  32.18  48.88
    507    527  32.17  48.96
    507    528  32.17  49.04
    507    529  32.17  49.12
    507    530  32.16  49.20
    507    531  32.16  49.28
    507    532  32.15  49.36
    507    533  32.15  49.44
    507    534  32.14  49.51
    507    535  32.14  49.59
    507    536  32.13  49.67
    507    537  32.13  49.75
    507    538  32.13  49.83
    507    539  32.12  49.90
    507    540  32.12  49.98
    507    541  32.11  50.06
    507    542  32.11  50.14
    507    543  32.10  50.21
    507    544  32.10  50.29
    507    545  32.10  50.37
    507    546  32.09  50.44
    507    547  32.09  50.52
    507    548  32.08  50.60
    507    549  32.08  50.67
    507    550  32.07  50.75
    508    451  32.51  42.50
    508    452  32.50  42.59
    508    453  32.50  42.68
    508    454  32.49  42.78
    508    455  32.49  42.87
    508    456  32.48  42.96
    508    457  32.47  43.05
    508    458  32.47  43.14
    508    459  32.46  43.24
    508    460  32.46  43.33
    508    461  32.45  43.42
    508    462  32.44  43.51
    508    463  32.44  43.60
    508    464  32.43  43.69
    508    465  32.43  43.78
    508    466  32.42  43.87
    508    467  32.42  43.96
    508    468  32.41  44.05
    508    469  32.41  44.14
    508    470  32.40  44.23
    508    471  32.39  44.31
    508    472  32.39  44.40
    508    473  32.38  44.49
    508    474  32.38  44.58
    508    475  32.37  44.67
    508    476  32.37  44.75
    508    477  32.36  44.84
    508    478  32.36  44.93
    508    479  32.35  45.02
    508    480  32.34  45.10
    508    481  32.34  45.19
    508    482  32.33  45.28
    508    483  32.33  45.36
    508    484  32.32  45.45
    508    485  32.32  45.54
    508    486  32.31  45.62
    508    487  32.31  45.71
    508    488  32.30  45.79
    508    489  32.30  45.88
    508    490  32.29  45.96
    508    491  32.29  46.05
    508    492  32.28  46.13
    508    493  32.28  46.22
    508    494  32.27  46.30
    508    495  32.27  46.39
    508    496  32.26  46.47
    508    497  32.26  46.55
    508    498  32.25  46.64
    508    499  32.25  46.72
    508    500  32.24  46.80
    508    501  32.24  46.89
    508    502  32.23  46.97
    508    503  32.23  47.05
    508    504  32.22  47.14
    508    505  32.22  47.22
    508    506  32.21  47.30
    508    507  32.21  47.38
    508    508  32.20  47.47
    508    509  32.20  47.55
    508    510  32.19  47.63
    508    511  32.19  47.71
