纬度 经度 角度(北顺) 速度(m/s) 压强(毫巴)
-27.00 101.00 119.83 7.24 730.98
-27.00 102.00 137.52 7.39 715.98
-27.00 103.00 124.60 6.78 781.42
-27.00 118.00 89.70 2.52 504.87
-27.00 119.00 235.61 0.48 472.81
-28.00 54.00 319.13 16.15 706.20
-28.00 55.00 320.81 16.33 414.44
-28.00 56.00 299.12 12.67 416.26
-28.00 57.00 300.18 7.47 609.04
-28.00 58.00 300.83 8.40 737.44
-28.00 60.00 312.12 8.72 597.25
-28.00 73.00 237.12 22.79 778.82
-28.00 76.00 156.57 6.98 696.19
-28.00 77.00 126.27 6.47 760.47
-28.00 78.00 135.23 6.78 806.84
-28.00 80.00 167.77 6.87 737.09
-28.00 90.00 142.21 6.05 715.01
-28.00 94.00 119.53 4.98 739.63
-28.00 95.00 112.53 4.35 907.25
-28.00 96.00 135.40 5.69 805.08
-28.00 97.00 133.36 9.16 852.34
-28.00 98.00 132.85 7.64 827.35
-28.00 99.00 133.66 5.80 817.41
-28.00 101.00 123.41 8.21 874.51
-28.00 102.00 142.11 8.16 904.75
-28.00 103.00 133.45 6.94 704.96
-28.00 104.00 140.21 8.39 707.25
-28.00 105.00 136.21 6.40 710.88
-28.00 106.00 131.04 9.18 735.18
-28.00 119.00 193.33 0.43 431.55
-28.00 120.00 231.81 1.08 632.14
-29.00 54.00 324.68 12.27 558.23
-29.00 55.00 324.15 12.73 440.56
-29.00 56.00 311.87 10.69 370.68
-29.00 57.00 299.56 8.59 737.35
-29.00 58.00 298.13 9.96 435.49
-29.00 59.00 313.57 8.17 645.43
-29.00 60.00 267.97 7.34 716.43
-29.00 73.00 241.28 26.11 798.98
-29.00 85.00 140.27 7.20 867.44
-29.00 94.00 134.50 3.90 908.90
-29.00 97.00 136.34 9.04 827.88
-29.00 98.00 140.00 7.10 833.82
-29.00 102.00 145.19 8.01 753.32
-29.00 103.00 124.24 8.50 706.97
-29.00 105.00 130.97 6.99 728.20
-29.00 106.00 129.71 9.37 741.43
-30.00 50.00 305.49 7.32 757.08
-30.00 53.00 328.23 13.60 762.70
-30.00 54.00 336.96 13.14 377.90
-30.00 55.00 318.55 11.25 480.30
-30.00 56.00 319.60 11.57 392.45
-30.00 57.00 306.46 9.56 478.55
-30.00 58.00 292.31 7.54 559.71
-30.00 59.00 271.18 8.98 433.75
-30.00 60.00 274.87 9.30 477.06
-30.00 64.00 242.05 11.32 680.90
-30.00 66.00 234.83 28.59 738.27
-30.00 67.00 235.78 26.90 693.68
-30.00 68.00 242.26 22.24 535.04
-30.00 85.00 152.86 5.72 805.72
-30.00 91.00 231.31 6.13 601.51
-30.00 92.00 219.61 4.44 856.37
-30.00 95.00 102.95 5.27 794.48
-30.00 96.00 94.52 3.38 831.51
-30.00 97.00 136.97 8.03 711.05
-30.00 99.00 117.62 7.21 712.04
-30.00 100.00 126.84 8.87 716.76
-30.00 101.00 119.82 7.71 753.91
-30.00 102.00 119.97 11.19 771.52
-30.00 103.00 114.91 9.34 734.52
-30.00 104.00 140.48 7.29 913.52
-30.00 106.00 116.87 11.16 757.24
-30.00 126.00 281.41 11.49 743.52
-31.00 50.00 271.18 7.33 741.26
-31.00 52.00 312.27 5.53 767.54
-31.00 53.00 316.39 5.37 690.47
-31.00 54.00 326.90 9.03 529.22
-31.00 55.00 335.64 12.59 592.31
-31.00 56.00 317.36 10.62 354.60
-31.00 57.00 319.69 10.84 529.96
-31.00 58.00 306.31 8.70 454.74
-31.00 59.00 291.02 6.59 613.09
-31.00 60.00 249.62 9.96 694.55
-31.00 62.00 257.32 9.04 713.72
-31.00 63.00 261.80 7.72 760.79
-31.00 64.00 239.45 13.29 611.27
-31.00 65.00 229.61 24.67 736.43
-31.00 77.00 120.14 9.68 821.07
-31.00 85.00 171.88 3.63 844.06
-31.00 91.00 196.37 6.29 865.66
-31.00 92.00 182.69 5.53 908.04
-31.00 100.00 132.62 5.42 711.50
-31.00 101.00 119.39 11.12 703.79
-31.00 102.00 115.09 9.11 721.20
-31.00 103.00 118.17 11.70 686.84
-31.00 104.00 115.00 8.82 694.40
-31.00 105.00 130.11 13.41 758.37
-31.00 106.00 132.20 14.97 763.90
-31.00 107.00 127.26 13.02 764.33
-31.00 126.00 278.12 13.25 504.90
-32.00 54.00 319.74 9.64 747.70
-32.00 55.00 327.41 13.27 488.46
-32.00 56.00 322.92 9.94 480.05
-32.00 57.00 321.88 10.47 426.06
-32.00 58.00 304.69 8.67 310.41
-32.00 59.00 286.64 7.19 453.44
-32.00 60.00 266.18 9.51 587.20
-32.00 61.00 249.28 8.74 388.42
-32.00 62.00 254.08 8.53 562.20
-32.00 63.00 258.89 7.78 555.91
-32.00 64.00 250.32 11.59 586.33
-32.00 65.00 230.67 26.26 718.21
-32.00 70.00 106.13 8.30 783.55
-32.00 71.00 98.18 6.04 864.56
-32.00 72.00 108.79 7.41 937.72
-32.00 73.00 94.17 8.76 860.45
-32.00 76.00 127.18 7.72 854.90
-32.00 77.00 134.90 8.35 861.35
-32.00 78.00 119.82 6.84 889.17
-32.00 79.00 125.10 7.52 831.16
-32.00 80.00 116.73 4.05 847.15
-32.00 81.00 120.83 4.85 826.96
-32.00 82.00 122.10 5.71 787.35
-32.00 84.00 137.32 5.42 824.29
-32.00 85.00 159.95 4.74 804.90
-32.00 87.00 139.63 5.72 773.87
-32.00 90.00 216.83 4.63 912.19
-32.00 91.00 194.54 7.21 616.57
-32.00 92.00 189.06 6.50 560.97
-32.00 93.00 184.05 5.74 548.46
-32.00 94.00 251.90 3.41 439.51
-32.00 95.00 294.59 7.20 528.42
-32.00 96.00 276.98 6.22 835.17
-32.00 97.00 304.81 9.06 685.86
-32.00 101.00 123.69 11.15 723.76
-32.00 102.00 114.06 11.12 778.09
-32.00 103.00 125.77 10.64 742.71
-32.00 104.00 116.63 9.69 703.95
-32.00 105.00 131.97 13.96 727.22
-32.00 106.00 127.19 11.93 771.90
-32.00 108.00 130.92 9.52 734.44
-32.00 126.00 266.36 14.34 720.62
-33.00 49.00 291.53 4.33 741.91
-33.00 52.00 328.11 5.91 462.32
-33.00 53.00 320.14 6.33 498.53
-33.00 54.00 322.07 10.58 718.25
-33.00 55.00 327.41 10.32 528.28
-33.00 56.00 318.67 11.47 503.61
-33.00 57.00 315.37 12.35 348.68
-33.00 58.00 315.65 12.86 421.05
-33.00 59.00 291.41 7.41 650.82
-33.00 60.00 269.36 10.11 284.99
-33.00 61.00 254.57 9.78 337.93
-33.00 62.00 259.30 10.27 647.41
-33.00 63.00 249.04 12.27 640.16
-33.00 64.00 238.23 19.67 650.33
-33.00 70.00 81.71 7.95 968.55
-33.00 72.00 104.46 8.22 903.11
-33.00 78.00 130.42 15.28 897.90
-33.00 83.00 164.59 18.89 899.85
-33.00 85.00 146.86 5.00 904.75
-33.00 86.00 144.48 5.27 820.01
-33.00 87.00 141.49 5.44 862.78
-33.00 88.00 138.04 5.52 663.04
-33.00 89.00 168.32 4.22 767.64
-33.00 90.00 211.83 4.24 829.28
-33.00 92.00 197.53 6.53 780.00
-33.00 93.00 201.31 5.85 653.09
-33.00 94.00 261.44 5.44 659.98
-33.00 95.00 296.51 7.32 508.54
-33.00 96.00 278.43 6.88 484.09
-33.00 97.00 284.69 8.26 425.51
-33.00 98.00 289.26 10.07 664.10
-33.00 99.00 280.20 7.72 549.72
-33.00 101.00 138.67 8.12 740.72
-33.00 103.00 122.11 11.10 737.52
-33.00 104.00 114.60 9.62 723.23
-33.00 105.00 132.43 13.41 722.04
-33.00 106.00 129.47 16.34 724.72
-33.00 107.00 127.68 13.31 799.26
-33.00 108.00 127.16 15.41 808.45
-33.00 109.00 127.54 17.08 788.31
-33.00 126.00 270.69 14.54 697.60
-34.00 49.00 270.88 5.62 722.22
-34.00 54.00 315.97 13.79 486.66
-34.00 55.00 314.33 9.57 491.07
-34.00 56.00 304.88 11.43 432.01
-34.00 57.00 301.06 12.88 258.96
-34.00 58.00 291.35 10.09 265.23
-34.00 59.00 293.35 10.42 385.47
-34.00 60.00 277.69 10.03 396.83
-34.00 61.00 278.65 12.20 490.50
-34.00 62.00 267.03 11.23 665.19
-34.00 63.00 246.32 15.97 691.74
-34.00 67.00 73.09 5.66 756.76
-34.00 68.00 54.47 5.06 791.03
-34.00 77.00 130.47 17.08 915.84
-34.00 78.00 136.69 17.06 740.92
-34.00 79.00 135.35 23.44 542.44
-34.00 80.00 152.79 20.82 751.54
-34.00 81.00 164.51 20.49 788.65
-34.00 83.00 168.20 21.46 720.98
-34.00 87.00 136.32 8.96 954.56
-34.00 89.00 160.50 6.93 889.37
-34.00 90.00 163.98 6.44 824.62
-34.00 91.00 168.91 5.83 820.98
-34.00 92.00 176.59 5.12 890.30
-34.00 93.00 189.23 4.37 688.14
-34.00 94.00 238.21 5.63 537.80
-34.00 95.00 235.16 3.71 458.01
-34.00 96.00 285.81 8.10 420.40
-34.00 97.00 296.17 7.60 540.84
-34.00 98.00 279.07 8.31 530.15
-34.00 99.00 288.59 8.19 548.20
-34.00 100.00 291.06 11.44 720.28
-34.00 101.00 288.10 7.40 721.47
-34.00 102.00 131.06 9.90 734.59
-34.00 103.00 115.57 10.61 729.69
-34.00 104.00 123.25 11.22 752.89
-34.00 105.00 122.73 14.08 748.38
-34.00 106.00 140.45 11.97 743.34
-34.00 108.00 134.35 6.29 772.91
-34.00 109.00 166.31 5.88 790.35
-34.00 126.00 267.52 18.49 501.45
-35.00 49.00 306.18 5.26 605.11
-35.00 50.00 307.70 9.90 580.25
-35.00 51.00 306.15 9.86 573.54
-35.00 52.00 314.01 13.35 590.39
-35.00 53.00 311.00 18.77 499.55
-35.00 54.00 315.40 13.09 391.05
-35.00 55.00 314.37 13.41 369.73
-35.00 56.00 316.53 13.33 285.51
-35.00 57.00 322.08 12.95 288.19
-35.00 58.00 283.32 11.93 267.74
-35.00 59.00 284.19 12.77 305.79
-35.00 60.00 286.29 13.00 343.94
-35.00 61.00 272.86 16.28 563.92
-35.00 67.00 80.07 3.84 957.55
-35.00 77.00 131.73 18.62 927.06
-35.00 78.00 146.60 21.33 940.22
-35.00 79.00 138.48 19.76 757.71
-35.00 80.00 150.31 22.91 642.88
-35.00 81.00 162.93 22.29 446.15
-35.00 82.00 166.95 22.70 484.17
-35.00 83.00 178.37 19.06 515.82
-35.00 84.00 171.80 19.58 901.12
-35.00 91.00 172.83 7.19 921.27
-35.00 92.00 240.26 4.59 831.00
-35.00 93.00 204.89 6.07 756.34
-35.00 94.00 193.82 4.87 714.76
-35.00 95.00 223.61 4.69 542.07
-35.00 96.00 248.20 5.63 553.78
-35.00 97.00 285.69 8.45 537.60
-35.00 98.00 272.13 7.33 604.56
-35.00 99.00 293.51 12.47 575.40
-35.00 100.00 290.51 8.71 702.40
-35.00 101.00 277.25 11.29 713.64
-35.00 102.00 283.81 12.95 705.74
-35.00 103.00 174.47 6.23 703.69
-35.00 104.00 153.68 4.44 715.17
-35.00 108.00 175.47 1.93 736.50
-35.00 109.00 172.08 6.92 737.62
-35.00 111.00 117.55 17.90 779.07
-35.00 112.00 244.50 3.33 782.08
-35.00 126.00 275.77 21.89 713.57
-36.00 47.00 284.29 13.73 704.15
-36.00 49.00 283.65 11.82 831.90
-36.00 50.00 280.30 13.37 571.31
-36.00 51.00 306.25 21.21 507.57
-36.00 52.00 306.30 20.98 520.16
-36.00 53.00 308.36 20.20 594.56
-36.00 54.00 304.74 21.50 438.82
-36.00 55.00 303.20 22.29 352.12
-36.00 56.00 306.34 15.92 340.52
-36.00 57.00 293.95 14.56 416.95
-36.00 58.00 287.86 10.06 395.94
-36.00 59.00 282.35 14.83 425.02
-36.00 60.00 283.41 15.65 488.89
-36.00 61.00 290.34 12.81 511.40
-36.00 66.00 39.41 8.89 749.30
-36.00 67.00 44.08 6.03 944.19
-36.00 68.00 59.32 3.83 954.29
-36.00 77.00 137.12 17.68 915.09
-36.00 78.00 139.05 18.74 902.83
-36.00 79.00 148.29 18.41 771.40
-36.00 80.00 153.68 22.93 581.86
-36.00 81.00 198.05 19.06 402.57
-36.00 82.00 174.89 22.93 440.94
-36.00 83.00 179.86 19.56 356.15
-36.00 84.00 175.78 19.98 399.80
-36.00 85.00 165.04 24.62 754.71
-36.00 87.00 239.45 8.22 934.03
-36.00 89.00 204.62 4.74 970.99
-36.00 93.00 249.30 4.66 992.11
-36.00 94.00 187.43 5.01 904.13
-36.00 95.00 270.67 3.57 743.17
-36.00 96.00 184.64 2.74 656.19
-36.00 97.00 252.45 3.59 521.23
-36.00 98.00 271.80 6.83 734.37
-36.00 99.00 281.33 7.90 768.81
-36.00 100.00 288.53 9.61 932.22
-36.00 101.00 277.94 9.93 953.40
-36.00 102.00 281.97 15.33 725.72
-36.00 103.00 206.87 6.72 734.75
-36.00 104.00 239.06 6.52 708.32
-36.00 105.00 225.05 7.05 711.03
-36.00 112.00 260.06 6.34 797.54
-36.00 113.00 239.02 3.71 764.35
-36.00 114.00 188.24 2.97 657.50
-36.00 115.00 245.60 6.26 704.49
-36.00 116.00 236.14 5.50 773.52
-36.00 117.00 268.68 1.69 767.92
-36.00 118.00 294.16 8.53 756.30
-36.00 119.00 291.04 9.70 735.81
-36.00 120.00 294.81 8.17 809.32
-36.00 126.00 277.28 20.00 694.99
-37.00 49.00 286.59 14.01 727.16
-37.00 50.00 288.15 12.37 563.56
-37.00 51.00 299.72 20.57 457.82
-37.00 52.00 306.02 17.93 353.80
-37.00 53.00 299.09 20.44 433.42
-37.00 54.00 301.32 19.47 543.49
-37.00 55.00 298.62 20.81 716.10
-37.00 56.00 297.78 21.57 585.38
-37.00 57.00 292.41 18.10 532.61
-37.00 58.00 294.38 17.70 489.07
-37.00 59.00 297.92 16.85 552.96
-37.00 60.00 289.46 14.72 697.03
-37.00 61.00 290.30 15.70 623.86
-37.00 66.00 16.34 4.74 735.88
-37.00 67.00 34.90 6.96 956.38
-37.00 78.00 143.61 21.41 954.30
-37.00 79.00 170.31 15.94 971.98
-37.00 80.00 195.65 17.27 747.26
-37.00 81.00 204.98 18.91 517.26
-37.00 82.00 203.45 19.45 423.73
-37.00 83.00 190.29 23.05 348.61
-37.00 84.00 188.70 23.38 309.63
-37.00 85.00 187.00 23.58 509.31
-37.00 86.00 177.09 27.55 636.50
-37.00 87.00 168.15 27.93 957.58
-37.00 89.00 184.94 7.39 954.70
-37.00 96.00 254.55 4.67 805.42
-37.00 97.00 269.02 5.40 636.64
-37.00 98.00 235.82 4.10 720.36
-37.00 99.00 282.86 11.73 660.68
-37.00 100.00 274.72 9.63 574.55
-37.00 101.00 279.45 15.27 659.41
-37.00 104.00 204.56 7.27 786.12
-37.00 105.00 270.32 13.67 722.17
-37.00 106.00 236.22 8.84 716.56
-37.00 107.00 273.55 25.90 707.10
-37.00 111.00 186.20 7.60 714.60
-37.00 113.00 261.96 4.54 749.37
-37.00 114.00 245.54 2.97 724.55
-37.00 115.00 219.45 2.41 721.08
-37.00 116.00 201.51 2.53 704.56
-37.00 117.00 203.92 2.81 735.44
-37.00 118.00 280.48 7.70 727.45
-37.00 119.00 278.71 9.63 598.97
-37.00 120.00 284.21 4.82 732.05
-37.00 121.00 280.27 8.62 717.99
-37.00 122.00 285.88 5.52 723.05
-37.00 123.00 280.87 11.45 730.86
-37.00 124.00 283.43 10.30 722.78
-37.00 125.00 282.29 14.50 711.77
-37.00 126.00 281.34 20.00 707.84
-38.00 46.00 288.54 13.78 809.63
-38.00 49.00 284.64 12.26 721.31
-38.00 50.00 295.18 14.58 690.33
-38.00 51.00 291.95 23.12 575.17
-38.00 52.00 306.81 21.56 344.12
-38.00 53.00 305.93 21.71 354.83
-38.00 54.00 306.85 21.35 441.73
-38.00 55.00 302.69 23.10 544.23
-38.00 56.00 306.68 21.75 669.89
-38.00 57.00 288.68 17.84 527.93
-38.00 58.00 289.52 18.01 601.72
-38.00 59.00 291.62 17.64 488.20
-38.00 60.00 295.14 16.82 428.80
-38.00 61.00 286.57 14.92 579.07
-38.00 64.00 324.50 14.38 931.69
-38.00 79.00 196.14 18.31 985.43
-38.00 80.00 187.29 22.93 817.15
-38.00 81.00 188.84 23.82 818.08
-38.00 82.00 200.59 21.22 783.56
-38.00 83.00 192.07 21.17 430.68
-38.00 84.00 183.18 21.28 397.25
-38.00 85.00 196.02 17.97 337.90
-38.00 86.00 196.81 18.15 477.59
-38.00 87.00 175.49 21.72 525.50
-38.00 90.00 180.82 4.69 965.82
-38.00 91.00 191.20 4.17 964.41
-38.00 94.00 179.49 5.65 924.05
-38.00 97.00 252.21 4.63 1000.00
-38.00 99.00 276.71 11.78 761.37
-38.00 100.00 283.84 11.90 723.47
-38.00 101.00 276.07 10.79 648.34
-38.00 102.00 281.58 14.67 762.70
-38.00 103.00 259.60 10.51 911.50
-38.00 104.00 270.12 11.45 955.77
-38.00 105.00 199.88 6.35 961.49
-38.00 106.00 262.62 16.78 921.03
-38.00 107.00 269.97 16.10 709.69
-38.00 108.00 267.34 18.35 697.33
-38.00 112.00 37.08 98.94 711.71
-38.00 113.00 279.65 10.62 706.02
-38.00 114.00 277.82 9.47 692.86
-38.00 115.00 182.97 3.56 640.03
-38.00 116.00 233.84 5.32 672.93
-38.00 117.00 272.97 6.65 513.96
-38.00 118.00 289.60 11.37 566.63
-38.00 119.00 283.57 17.82 684.25
-38.00 120.00 286.64 13.97 678.36
-38.00 121.00 291.20 10.97 689.95
-38.00 122.00 226.01 4.73 695.16
-38.00 123.00 245.58 6.25 705.96
-38.00 124.00 277.58 11.53 691.55
-38.00 125.00 282.17 7.81 684.54
-38.00 126.00 280.50 13.83 676.37
-39.00 46.00 290.01 13.06 749.12
-39.00 47.00 290.69 11.52 761.63
-39.00 48.00 280.31 16.98 751.66
-39.00 49.00 282.46 13.53 782.88
-39.00 50.00 292.79 23.09 763.51
-39.00 51.00 293.56 21.94 639.06
-39.00 52.00 301.24 23.89 603.11
-39.00 53.00 305.82 21.79 374.17
-39.00 54.00 305.39 21.92 365.81
-39.00 55.00 306.62 21.58 508.98
-39.00 56.00 302.76 23.32 679.24
-39.00 57.00 300.87 24.63 673.99
-39.00 58.00 285.25 21.30 736.20
-39.00 59.00 290.11 18.33 741.54
-39.00 60.00 292.29 18.09 555.96
-39.00 61.00 287.54 13.87 777.56
-39.00 62.00 287.67 15.63 934.71
-39.00 63.00 294.17 14.03 930.38
-39.00 64.00 281.99 14.43 942.43
-39.00 65.00 285.62 14.72 906.87
-39.00 79.00 196.45 19.03 979.12
-39.00 82.00 198.71 21.82 954.12
-39.00 83.00 201.64 22.68 976.92
-39.00 84.00 208.53 19.51 603.50
-39.00 85.00 211.28 20.18 416.55
-39.00 86.00 205.21 19.55 470.13
-39.00 87.00 198.65 18.96 428.04
-39.00 88.00 180.14 18.20 680.60
-39.00 89.00 195.88 18.31 720.43
-39.00 90.00 189.05 17.60 700.21
-39.00 91.00 229.43 6.05 689.95
-39.00 92.00 220.72 9.46 699.65
-39.00 93.00 241.25 11.96 631.12
-39.00 94.00 210.51 6.62 791.03
-39.00 95.00 231.68 6.74 948.12
-39.00 96.00 248.91 7.75 875.30
-39.00 97.00 256.37 6.77 976.88
-39.00 98.00 266.87 6.28 973.87
-39.00 102.00 266.42 10.30 740.77
-39.00 103.00 259.30 11.26 622.25
-39.00 104.00 268.57 9.81 610.57
-39.00 105.00 264.85 14.54 536.98
-39.00 106.00 259.26 13.57 502.70
-39.00 107.00 269.43 16.72 618.91
-39.00 108.00 266.08 16.47 634.62
-39.00 109.00 263.24 16.79 711.32
-39.00 110.00 271.85 18.68 689.29
-39.00 113.00 279.90 8.99 707.25
-39.00 114.00 233.38 4.53 694.10
-39.00 115.00 231.69 4.98 568.92
-39.00 116.00 273.46 6.21 575.08
-39.00 117.00 270.95 4.25 612.87
-39.00 118.00 286.63 13.45 540.54
-39.00 119.00 283.85 16.98 558.66
-39.00 120.00 286.48 13.82 526.11
-39.00 121.00 298.64 7.87 618.26
-39.00 122.00 274.42 6.51 655.16
-39.00 123.00 230.09 4.73 683.20
-39.00 124.00 233.75 4.42 689.99
-39.00 125.00 279.53 11.49 645.06
-39.00 126.00 280.59 14.02 660.67
-40.00 46.00 297.03 25.90 844.17
-40.00 47.00 296.94 24.90 809.36
-40.00 48.00 292.34 19.63 771.29
-40.00 49.00 289.42 20.66 752.20
-40.00 50.00 300.08 20.98 776.54
-40.00 51.00 294.26 23.65 784.35
-40.00 52.00 300.54 26.17 476.90
-40.00 53.00 298.50 20.68 473.04
-40.00 54.00 297.08 28.08 420.27
-40.00 55.00 292.27 24.55 510.60
-40.00 56.00 293.35 24.04 603.70
-40.00 57.00 295.58 23.02 538.99
-40.00 58.00 288.47 20.95 676.91
-40.00 59.00 288.65 21.84 714.92
-40.00 60.00 289.72 22.21 801.71
-40.00 61.00 291.64 22.12 785.96
-40.00 62.00 292.64 15.12 742.98
-40.00 63.00 288.03 20.02 733.53
-40.00 65.00 287.26 16.21 966.88
-40.00 76.00 224.24 17.73 972.76
-40.00 77.00 221.66 18.93 959.13
-40.00 78.00 218.94 19.90 974.88
-40.00 79.00 222.45 16.87 976.62
-40.00 80.00 201.25 24.19 989.04
-40.00 81.00 198.38 24.78 987.24
-40.00 82.00 195.31 25.25 732.78
-40.00 83.00 192.09 25.60 595.39
-40.00 84.00 212.78 19.32 708.52
-40.00 85.00 208.97 19.11 517.53
-40.00 86.00 205.05 18.80 408.38
-40.00 87.00 218.24 15.74 411.82
-40.00 88.00 214.75 15.07 563.72
-40.00 89.00 222.00 15.77 777.98
-40.00 90.00 211.34 18.46 732.47
-40.00 91.00 218.07 13.89 728.95
-40.00 92.00 231.57 9.66 709.12
-40.00 93.00 214.69 6.92 726.31
-40.00 94.00 216.30 5.84 712.71
-40.00 95.00 199.52 8.44 682.16
-40.00 96.00 202.85 7.16 691.49
-40.00 97.00 233.38 7.55 698.68
-40.00 98.00 253.29 9.62 699.44
-40.00 99.00 264.59 12.95 968.41
-40.00 100.00 271.21 14.11 964.88
-40.00 101.00 263.06 12.00 914.71
-40.00 102.00 271.29 13.83 940.28
-40.00 103.00 264.35 12.29 876.06
-40.00 104.00 272.84 21.37 766.68
-40.00 105.00 268.03 14.15 702.10
-40.00 106.00 275.20 21.36 595.87
-40.00 107.00 272.35 18.04 539.81
-40.00 108.00 269.43 18.50 396.23
-40.00 109.00 265.91 16.23 388.71
-40.00 110.00 264.06 17.81 783.74
-40.00 111.00 272.42 17.83 712.72
-40.00 112.00 279.38 22.59 674.77
-40.00 113.00 267.57 13.47 679.41
-40.00 114.00 280.26 12.39 685.95
-40.00 115.00 280.06 9.88 686.65
-40.00 116.00 277.83 11.67 680.36
-40.00 117.00 277.39 10.56 693.20
-40.00 118.00 277.01 10.20 666.26
-40.00 119.00 276.87 10.66 701.41
-40.00 120.00 276.90 11.99 761.99
-40.00 121.00 278.19 10.23 720.74
-40.00 122.00 284.46 5.30 676.35
-40.00 123.00 263.59 10.92 700.43
-40.00 124.00 261.40 7.60 785.31
-40.00 125.00 266.57 9.41 798.50
-40.00 126.00 270.75 12.47 793.48
