(38.865, 36.325)	(38.974, 36.317)	(39.083, 36.308)	(39.192, 36.300)	(39.300, 36.292)	(39.408, 36.284)	(39.515, 36.276)	(39.622, 36.268)	(39.729, 36.260)	(39.835, 36.252)	(39.941, 36.244)	(40.047, 36.236)	(40.152, 36.228)	(40.257, 36.220)	(40.362, 36.213)	(40.466, 36.205)	(40.570, 36.197)	(40.674, 36.190)	(40.777, 36.182)	(40.880, 36.174)	(40.983, 36.167)	(41.085, 36.159)	(41.187, 36.152)	(41.289, 36.144)	(41.390, 36.137)	(41.491, 36.130)	(41.592, 36.122)	(41.693, 36.115)	(41.793, 36.108)	(41.893, 36.101)	(41.992, 36.093)	(42.092, 36.086)	(42.191, 36.079)	(42.290, 36.072)	(42.388, 36.065)	(42.487, 36.058)	(42.585, 36.051)	(42.682, 36.044)	(42.780, 36.037)	(42.877, 36.030)	(42.974, 36.023)	(43.071, 36.016)	(43.167, 36.009)	(43.263, 36.003)	(43.359, 35.996)	(43.455, 35.989)	(43.550, 35.982)	(43.645, 35.976)	(43.740, 35.969)	(43.835, 35.962)	(43.929, 35.956)	(44.024, 35.949)	(44.118, 35.943)	(44.211, 35.936)	(44.305, 35.930)	(44.398, 35.923)	(44.491, 35.917)	(44.584, 35.910)	(44.676, 35.904)	(44.769, 35.898)	(44.861, 35.891)	(44.953, 35.885)	(45.045, 35.879)	(45.136, 35.873)	(45.227, 35.866)	(45.318, 35.860)	(45.409, 35.854)	(45.500, 35.848)	(45.590, 35.842)	(45.681, 35.836)	(45.771, 35.830)	(45.860, 35.823)	(45.950, 35.817)	(46.040, 35.811)	(46.129, 35.805)	(46.218, 35.800)	(46.307, 35.794)	(46.395, 35.788)	(46.484, 35.782)	(46.572, 35.776)	(46.660, 35.770)	(46.748, 35.764)	(46.836, 35.759)	(46.923, 35.753)	(47.010, 35.747)	(47.098, 35.741)	(47.185, 35.736)	(47.271, 35.730)	(47.358, 35.724)	(47.444, 35.719)	(47.531, 35.713)	(47.617, 35.707)	(47.703, 35.702)	(47.788, 35.696)	(47.874, 35.691)	(47.959, 35.685)	(48.045, 35.680)	(48.130, 35.674)	(48.215, 35.669)	(48.299, 35.663)	
(40.898, 34.101)	(40.998, 34.094)	(41.097, 34.087)	(41.195, 34.081)	(41.294, 34.074)	(41.392, 34.067)	(41.490, 34.060)	(41.587, 34.054)	(41.684, 34.047)	(41.781, 34.040)	(41.878, 34.034)	(41.975, 34.027)	(42.071, 34.020)	(42.167, 34.014)	(42.263, 34.007)	(42.358, 34.001)	(42.453, 33.994)	(42.548, 33.988)	(42.643, 33.982)	(42.737, 33.975)	(42.831, 33.969)	(42.925, 33.963)	(43.019, 33.956)	(43.113, 33.950)	(43.206, 33.944)	(43.299, 33.938)	(43.392, 33.931)	(43.484, 33.925)	(43.576, 33.919)	(43.668, 33.913)	(43.760, 33.907)	(43.852, 33.901)	(43.943, 33.895)	(44.035, 33.889)	(44.126, 33.883)	(44.216, 33.877)	(44.307, 33.871)	(44.397, 33.865)	(44.487, 33.859)	(44.577, 33.853)	(44.667, 33.847)	(44.756, 33.842)	(44.846, 33.836)	(44.935, 33.830)	(45.024, 33.824)	(45.112, 33.819)	(45.201, 33.813)	(45.289, 33.807)	(45.377, 33.801)	(45.465, 33.796)	(45.553, 33.790)	(45.640, 33.785)	(45.727, 33.779)	(45.815, 33.774)	(45.902, 33.768)	(45.988, 33.762)	(46.075, 33.757)	(46.161, 33.752)	(46.247, 33.746)	(46.333, 33.741)	(46.419, 33.735)	(46.505, 33.730)	(46.590, 33.724)	(46.676, 33.719)	(46.761, 33.714)	(46.846, 33.709)	(46.931, 33.703)	(47.015, 33.698)	(47.100, 33.693)	(47.184, 33.687)	(47.268, 33.682)	(47.352, 33.677)	(47.436, 33.672)	(47.520, 33.667)	(47.603, 33.662)	(47.686, 33.657)	(47.770, 33.651)	(47.853, 33.646)	(47.935, 33.641)	(48.018, 33.636)	(48.101, 33.631)	(48.183, 33.626)	(48.265, 33.621)	(48.347, 33.616)	(48.429, 33.611)	(48.511, 33.606)	(48.593, 33.602)	(48.674, 33.597)	(48.755, 33.592)	(48.837, 33.587)	(48.918, 33.582)	(48.998, 33.577)	(49.079, 33.572)	(49.160, 33.568)	(49.240, 33.563)	(49.321, 33.558)	(49.401, 33.553)	(49.481, 33.549)	(49.561, 33.544)	(49.640, 33.539)	
(40.954, 34.036)	(41.053, 34.029)	(41.151, 34.022)	(41.250, 34.015)	(41.348, 34.008)	(41.446, 34.002)	(41.543, 33.995)	(41.641, 33.988)	(41.738, 33.982)	(41.835, 33.975)	(41.931, 33.968)	(42.027, 33.962)	(42.123, 33.955)	(42.219, 33.949)	(42.315, 33.942)	(42.410, 33.936)	(42.505, 33.929)	(42.599, 33.923)	(42.694, 33.917)	(42.788, 33.910)	(42.882, 33.904)	(42.976, 33.898)	(43.069, 33.892)	(43.163, 33.885)	(43.256, 33.879)	(43.348, 33.873)	(43.441, 33.867)	(43.533, 33.861)	(43.625, 33.854)	(43.717, 33.848)	(43.809, 33.842)	(43.900, 33.836)	(43.991, 33.830)	(44.082, 33.824)	(44.173, 33.818)	(44.264, 33.812)	(44.354, 33.807)	(44.444, 33.801)	(44.534, 33.795)	(44.624, 33.789)	(44.713, 33.783)	(44.803, 33.777)	(44.892, 33.772)	(44.981, 33.766)	(45.069, 33.760)	(45.158, 33.754)	(45.246, 33.749)	(45.334, 33.743)	(45.422, 33.737)	(45.510, 33.732)	(45.597, 33.726)	(45.685, 33.721)	(45.772, 33.715)	(45.859, 33.710)	(45.946, 33.704)	(46.032, 33.699)	(46.119, 33.693)	(46.205, 33.688)	(46.291, 33.682)	(46.377, 33.677)	(46.462, 33.671)	(46.548, 33.666)	(46.633, 33.661)	(46.718, 33.655)	(46.803, 33.650)	(46.888, 33.645)	(46.973, 33.640)	(47.057, 33.634)	(47.142, 33.629)	(47.226, 33.624)	(47.310, 33.619)	(47.393, 33.614)	(47.477, 33.608)	(47.561, 33.603)	(47.644, 33.598)	(47.727, 33.593)	(47.810, 33.588)	(47.893, 33.583)	(47.976, 33.578)	(48.058, 33.573)	(48.140, 33.568)	(48.223, 33.563)	(48.305, 33.558)	(48.387, 33.553)	(48.468, 33.548)	(48.550, 33.543)	(48.632, 33.538)	(48.713, 33.533)	(48.794, 33.529)	(48.875, 33.524)	(48.956, 33.519)	(49.037, 33.514)	(49.117, 33.509)	(49.198, 33.505)	(49.278, 33.500)	(49.358, 33.495)	(49.438, 33.490)	(49.518, 33.486)	(49.598, 33.481)	(49.678, 33.476)	
(41.009, 33.970)	(41.107, 33.963)	(41.206, 33.957)	(41.304, 33.950)	(41.402, 33.943)	(41.500, 33.936)	(41.597, 33.930)	(41.694, 33.923)	(41.791, 33.916)	(41.887, 33.910)	(41.984, 33.903)	(42.080, 33.897)	(42.175, 33.890)	(42.271, 33.884)	(42.366, 33.877)	(42.461, 33.871)	(42.556, 33.865)	(42.650, 33.858)	(42.745, 33.852)	(42.839, 33.846)	(42.932, 33.839)	(43.026, 33.833)	(43.119, 33.827)	(43.212, 33.821)	(43.305, 33.814)	(43.398, 33.808)	(43.490, 33.802)	(43.582, 33.796)	(43.674, 33.790)	(43.766, 33.784)	(43.857, 33.778)	(43.948, 33.772)	(44.039, 33.766)	(44.130, 33.760)	(44.221, 33.754)	(44.311, 33.748)	(44.401, 33.742)	(44.491, 33.736)	(44.581, 33.731)	(44.670, 33.725)	(44.760, 33.719)	(44.849, 33.713)	(44.938, 33.707)	(45.026, 33.702)	(45.115, 33.696)	(45.203, 33.690)	(45.291, 33.685)	(45.379, 33.679)	(45.467, 33.673)	(45.554, 33.668)	(45.642, 33.662)	(45.729, 33.657)	(45.816, 33.651)	(45.903, 33.646)	(45.989, 33.640)	(46.076, 33.635)	(46.162, 33.629)	(46.248, 33.624)	(46.334, 33.619)	(46.420, 33.613)	(46.505, 33.608)	(46.590, 33.602)	(46.676, 33.597)	(46.761, 33.592)	(46.845, 33.587)	(46.930, 33.581)	(47.015, 33.576)	(47.099, 33.571)	(47.183, 33.566)	(47.267, 33.560)	(47.351, 33.555)	(47.434, 33.550)	(47.518, 33.545)	(47.601, 33.540)	(47.684, 33.535)	(47.767, 33.530)	(47.850, 33.525)	(47.933, 33.520)	(48.016, 33.515)	(48.098, 33.510)	(48.180, 33.505)	(48.262, 33.500)	(48.344, 33.495)	(48.426, 33.490)	(48.508, 33.485)	(48.589, 33.480)	(48.670, 33.475)	(48.752, 33.470)	(48.833, 33.466)	(48.913, 33.461)	(48.994, 33.456)	(49.075, 33.451)	(49.155, 33.446)	(49.236, 33.442)	(49.316, 33.437)	(49.396, 33.432)	(49.476, 33.428)	(49.556, 33.423)	(49.635, 33.418)	(49.715, 33.414)	
(41.063, 33.905)	(41.162, 33.898)	(41.260, 33.891)	(41.358, 33.885)	(41.456, 33.878)	(41.553, 33.871)	(41.650, 33.865)	(41.747, 33.858)	(41.844, 33.851)	(41.940, 33.845)	(42.036, 33.838)	(42.132, 33.832)	(42.227, 33.825)	(42.322, 33.819)	(42.417, 33.813)	(42.512, 33.806)	(42.607, 33.800)	(42.701, 33.793)	(42.795, 33.787)	(42.889, 33.781)	(42.982, 33.775)	(43.076, 33.768)	(43.169, 33.762)	(43.262, 33.756)	(43.354, 33.750)	(43.447, 33.744)	(43.539, 33.738)	(43.631, 33.732)	(43.722, 33.726)	(43.814, 33.719)	(43.905, 33.713)	(43.996, 33.708)	(44.087, 33.702)	(44.177, 33.696)	(44.268, 33.690)	(44.358, 33.684)	(44.448, 33.678)	(44.538, 33.672)	(44.627, 33.666)	(44.717, 33.661)	(44.806, 33.655)	(44.895, 33.649)	(44.983, 33.643)	(45.072, 33.638)	(45.160, 33.632)	(45.248, 33.626)	(45.336, 33.621)	(45.424, 33.615)	(45.512, 33.610)	(45.599, 33.604)	(45.686, 33.598)	(45.773, 33.593)	(45.860, 33.587)	(45.946, 33.582)	(46.033, 33.576)	(46.119, 33.571)	(46.205, 33.566)	(46.291, 33.560)	(46.377, 33.555)	(46.462, 33.550)	(46.548, 33.544)	(46.633, 33.539)	(46.718, 33.534)	(46.803, 33.528)	(46.887, 33.523)	(46.972, 33.518)	(47.056, 33.513)	(47.140, 33.507)	(47.224, 33.502)	(47.308, 33.497)	(47.392, 33.492)	(47.475, 33.487)	(47.559, 33.482)	(47.642, 33.477)	(47.725, 33.472)	(47.808, 33.467)	(47.890, 33.462)	(47.973, 33.457)	(48.055, 33.452)	(48.138, 33.447)	(48.220, 33.442)	(48.302, 33.437)	(48.383, 33.432)	(48.465, 33.427)	(48.546, 33.422)	(48.628, 33.417)	(48.709, 33.412)	(48.790, 33.407)	(48.871, 33.403)	(48.952, 33.398)	(49.032, 33.393)	(49.113, 33.388)	(49.193, 33.384)	(49.273, 33.379)	(49.353, 33.374)	(49.433, 33.369)	(49.513, 33.365)	(49.593, 33.360)	(49.672, 33.355)	(49.751, 33.351)	
(41.118, 33.840)	(41.216, 33.833)	(41.314, 33.826)	(41.412, 33.820)	(41.509, 33.813)	(41.606, 33.806)	(41.703, 33.800)	(41.800, 33.793)	(41.896, 33.786)	(41.992, 33.780)	(42.088, 33.773)	(42.183, 33.767)	(42.279, 33.761)	(42.374, 33.754)	(42.469, 33.748)	(42.563, 33.741)	(42.657, 33.735)	(42.751, 33.729)	(42.845, 33.722)	(42.939, 33.716)	(43.032, 33.710)	(43.125, 33.704)	(43.218, 33.698)	(43.311, 33.692)	(43.403, 33.685)	(43.495, 33.679)	(43.587, 33.673)	(43.679, 33.667)	(43.770, 33.661)	(43.862, 33.655)	(43.953, 33.649)	(44.044, 33.643)	(44.134, 33.637)	(44.225, 33.631)	(44.315, 33.626)	(44.405, 33.620)	(44.494, 33.614)	(44.584, 33.608)	(44.673, 33.602)	(44.762, 33.597)	(44.851, 33.591)	(44.940, 33.585)	(45.029, 33.579)	(45.117, 33.574)	(45.205, 33.568)	(45.293, 33.562)	(45.381, 33.557)	(45.468, 33.551)	(45.556, 33.546)	(45.643, 33.540)	(45.730, 33.535)	(45.817, 33.529)	(45.903, 33.524)	(45.990, 33.518)	(46.076, 33.513)	(46.162, 33.507)	(46.248, 33.502)	(46.334, 33.497)	(46.419, 33.491)	(46.505, 33.486)	(46.590, 33.481)	(46.675, 33.475)	(46.760, 33.470)	(46.844, 33.465)	(46.929, 33.460)	(47.013, 33.454)	(47.097, 33.449)	(47.181, 33.444)	(47.265, 33.439)	(47.349, 33.434)	(47.433, 33.429)	(47.516, 33.424)	(47.599, 33.418)	(47.682, 33.413)	(47.765, 33.408)	(47.848, 33.403)	(47.930, 33.398)	(48.013, 33.393)	(48.095, 33.388)	(48.177, 33.383)	(48.259, 33.379)	(48.341, 33.374)	(48.422, 33.369)	(48.504, 33.364)	(48.585, 33.359)	(48.666, 33.354)	(48.747, 33.349)	(48.828, 33.345)	(48.909, 33.340)	(48.990, 33.335)	(49.070, 33.330)	(49.150, 33.325)	(49.231, 33.321)	(49.311, 33.316)	(49.391, 33.311)	(49.470, 33.307)	(49.550, 33.302)	(49.630, 33.297)	(49.709, 33.293)	(49.788, 33.288)	
(41.172, 33.775)	(41.270, 33.768)	(41.367, 33.761)	(41.465, 33.754)	(41.562, 33.748)	(41.659, 33.741)	(41.756, 33.735)	(41.852, 33.728)	(41.948, 33.722)	(42.044, 33.715)	(42.139, 33.709)	(42.235, 33.702)	(42.330, 33.696)	(42.425, 33.689)	(42.519, 33.683)	(42.614, 33.677)	(42.708, 33.670)	(42.802, 33.664)	(42.895, 33.658)	(42.988, 33.652)	(43.082, 33.646)	(43.174, 33.639)	(43.267, 33.633)	(43.360, 33.627)	(43.452, 33.621)	(43.544, 33.615)	(43.635, 33.609)	(43.727, 33.603)	(43.818, 33.597)	(43.909, 33.591)	(44.000, 33.585)	(44.091, 33.579)	(44.181, 33.573)	(44.271, 33.567)	(44.361, 33.561)	(44.451, 33.556)	(44.541, 33.550)	(44.630, 33.544)	(44.719, 33.538)	(44.808, 33.533)	(44.897, 33.527)	(44.986, 33.521)	(45.074, 33.516)	(45.162, 33.510)	(45.250, 33.504)	(45.338, 33.499)	(45.425, 33.493)	(45.513, 33.488)	(45.600, 33.482)	(45.687, 33.476)	(45.774, 33.471)	(45.860, 33.466)	(45.947, 33.460)	(46.033, 33.455)	(46.119, 33.449)	(46.205, 33.444)	(46.291, 33.439)	(46.376, 33.433)	(46.462, 33.428)	(46.547, 33.423)	(46.632, 33.417)	(46.717, 33.412)	(46.802, 33.407)	(46.886, 33.402)	(46.970, 33.396)	(47.055, 33.391)	(47.139, 33.386)	(47.222, 33.381)	(47.306, 33.376)	(47.390, 33.371)	(47.473, 33.365)	(47.556, 33.360)	(47.639, 33.355)	(47.722, 33.350)	(47.805, 33.345)	(47.887, 33.340)	(47.970, 33.335)	(48.052, 33.330)	(48.134, 33.325)	(48.216, 33.320)	(48.298, 33.316)	(48.380, 33.311)	(48.461, 33.306)	(48.542, 33.301)	(48.624, 33.296)	(48.705, 33.291)	(48.786, 33.286)	(48.866, 33.282)	(48.947, 33.277)	(49.027, 33.272)	(49.108, 33.267)	(49.188, 33.263)	(49.268, 33.258)	(49.348, 33.253)	(49.428, 33.249)	(49.507, 33.244)	(49.587, 33.239)	(49.666, 33.235)	(49.746, 33.230)	(49.825, 33.226)	
(41.225, 33.710)	(41.323, 33.703)	(41.421, 33.696)	(41.518, 33.690)	(41.615, 33.683)	(41.711, 33.676)	(41.808, 33.670)	(41.904, 33.663)	(42.000, 33.657)	(42.095, 33.650)	(42.191, 33.644)	(42.286, 33.638)	(42.381, 33.631)	(42.475, 33.625)	(42.570, 33.618)	(42.664, 33.612)	(42.758, 33.606)	(42.851, 33.600)	(42.945, 33.593)	(43.038, 33.587)	(43.131, 33.581)	(43.223, 33.575)	(43.316, 33.569)	(43.408, 33.563)	(43.500, 33.557)	(43.592, 33.551)	(43.683, 33.545)	(43.775, 33.539)	(43.866, 33.533)	(43.957, 33.527)	(44.047, 33.521)	(44.138, 33.515)	(44.228, 33.509)	(44.318, 33.503)	(44.408, 33.497)	(44.497, 33.492)	(44.587, 33.486)	(44.676, 33.480)	(44.765, 33.474)	(44.854, 33.469)	(44.942, 33.463)	(45.031, 33.457)	(45.119, 33.452)	(45.207, 33.446)	(45.295, 33.441)	(45.382, 33.435)	(45.470, 33.429)	(45.557, 33.424)	(45.644, 33.418)	(45.731, 33.413)	(45.817, 33.407)	(45.904, 33.402)	(45.990, 33.397)	(46.076, 33.391)	(46.162, 33.386)	(46.248, 33.380)	(46.333, 33.375)	(46.419, 33.370)	(46.504, 33.364)	(46.589, 33.359)	(46.674, 33.354)	(46.759, 33.349)	(46.843, 33.343)	(46.928, 33.338)	(47.012, 33.333)	(47.096, 33.328)	(47.180, 33.323)	(47.263, 33.318)	(47.347, 33.313)	(47.430, 33.307)	(47.513, 33.302)	(47.596, 33.297)	(47.679, 33.292)	(47.762, 33.287)	(47.845, 33.282)	(47.927, 33.277)	(48.009, 33.272)	(48.091, 33.267)	(48.173, 33.262)	(48.255, 33.258)	(48.337, 33.253)	(48.418, 33.248)	(48.500, 33.243)	(48.581, 33.238)	(48.662, 33.233)	(48.743, 33.228)	(48.824, 33.224)	(48.904, 33.219)	(48.985, 33.214)	(49.065, 33.209)	(49.145, 33.205)	(49.225, 33.200)	(49.305, 33.195)	(49.385, 33.191)	(49.465, 33.186)	(49.544, 33.181)	(49.624, 33.177)	(49.703, 33.172)	(49.782, 33.168)	(49.861, 33.163)	
(41.279, 33.645)	(41.376, 33.638)	(41.474, 33.631)	(41.571, 33.625)	(41.667, 33.618)	(41.764, 33.612)	(41.860, 33.605)	(41.956, 33.599)	(42.051, 33.592)	(42.147, 33.586)	(42.242, 33.579)	(42.337, 33.573)	(42.431, 33.567)	(42.526, 33.560)	(42.620, 33.554)	(42.714, 33.548)	(42.807, 33.542)	(42.901, 33.535)	(42.994, 33.529)	(43.087, 33.523)	(43.180, 33.517)	(43.272, 33.511)	(43.364, 33.505)	(43.456, 33.499)	(43.548, 33.493)	(43.640, 33.487)	(43.731, 33.481)	(43.822, 33.475)	(43.913, 33.469)	(44.004, 33.463)	(44.094, 33.457)	(44.184, 33.451)	(44.274, 33.445)	(44.364, 33.439)	(44.454, 33.434)	(44.543, 33.428)	(44.633, 33.422)	(44.722, 33.416)	(44.810, 33.411)	(44.899, 33.405)	(44.987, 33.399)	(45.076, 33.394)	(45.164, 33.388)	(45.251, 33.382)	(45.339, 33.377)	(45.426, 33.371)	(45.514, 33.366)	(45.601, 33.360)	(45.687, 33.355)	(45.774, 33.349)	(45.861, 33.344)	(45.947, 33.339)	(46.033, 33.333)	(46.119, 33.328)	(46.205, 33.322)	(46.290, 33.317)	(46.376, 33.312)	(46.461, 33.306)	(46.546, 33.301)	(46.631, 33.296)	(46.716, 33.291)	(46.800, 33.285)	(46.885, 33.280)	(46.969, 33.275)	(47.053, 33.270)	(47.137, 33.265)	(47.220, 33.260)	(47.304, 33.255)	(47.387, 33.249)	(47.470, 33.244)	(47.554, 33.239)	(47.636, 33.234)	(47.719, 33.229)	(47.802, 33.224)	(47.884, 33.219)	(47.966, 33.214)	(48.049, 33.209)	(48.131, 33.204)	(48.212, 33.200)	(48.294, 33.195)	(48.376, 33.190)	(48.457, 33.185)	(48.538, 33.180)	(48.619, 33.175)	(48.700, 33.171)	(48.781, 33.166)	(48.862, 33.161)	(48.942, 33.156)	(49.022, 33.152)	(49.103, 33.147)	(49.183, 33.142)	(49.263, 33.137)	(49.342, 33.133)	(49.422, 33.128)	(49.502, 33.123)	(49.581, 33.119)	(49.660, 33.114)	(49.739, 33.110)	(49.818, 33.105)	(49.897, 33.101)	
(41.332, 33.580)	(41.429, 33.573)	(41.526, 33.567)	(41.623, 33.560)	(41.719, 33.553)	(41.816, 33.547)	(41.911, 33.540)	(42.007, 33.534)	(42.103, 33.528)	(42.198, 33.521)	(42.293, 33.515)	(42.387, 33.508)	(42.482, 33.502)	(42.576, 33.496)	(42.670, 33.490)	(42.763, 33.483)	(42.857, 33.477)	(42.950, 33.471)	(43.043, 33.465)	(43.136, 33.459)	(43.228, 33.453)	(43.321, 33.447)	(43.413, 33.440)	(43.504, 33.434)	(43.596, 33.428)	(43.687, 33.422)	(43.778, 33.417)	(43.869, 33.411)	(43.960, 33.405)	(44.051, 33.399)	(44.141, 33.393)	(44.231, 33.387)	(44.321, 33.381)	(44.410, 33.375)	(44.500, 33.370)	(44.589, 33.364)	(44.678, 33.358)	(44.767, 33.353)	(44.855, 33.347)	(44.944, 33.341)	(45.032, 33.336)	(45.120, 33.330)	(45.208, 33.324)	(45.296, 33.319)	(45.383, 33.313)	(45.470, 33.308)	(45.557, 33.302)	(45.644, 33.297)	(45.731, 33.291)	(45.817, 33.286)	(45.904, 33.281)	(45.990, 33.275)	(46.076, 33.270)	(46.162, 33.264)	(46.247, 33.259)	(46.333, 33.254)	(46.418, 33.248)	(46.503, 33.243)	(46.588, 33.238)	(46.673, 33.233)	(46.757, 33.227)	(46.841, 33.222)	(46.926, 33.217)	(47.010, 33.212)	(47.094, 33.207)	(47.177, 33.202)	(47.261, 33.197)	(47.344, 33.191)	(47.427, 33.186)	(47.511, 33.181)	(47.593, 33.176)	(47.676, 33.171)	(47.759, 33.166)	(47.841, 33.161)	(47.924, 33.156)	(48.006, 33.152)	(48.088, 33.147)	(48.169, 33.142)	(48.251, 33.137)	(48.333, 33.132)	(48.414, 33.127)	(48.495, 33.122)	(48.576, 33.117)	(48.657, 33.113)	(48.738, 33.108)	(48.819, 33.103)	(48.899, 33.098)	(48.980, 33.094)	(49.060, 33.089)	(49.140, 33.084)	(49.220, 33.080)	(49.300, 33.075)	(49.379, 33.070)	(49.459, 33.066)	(49.538, 33.061)	(49.617, 33.056)	(49.696, 33.052)	(49.775, 33.047)	(49.854, 33.043)	(49.933, 33.038)	
(41.385, 33.515)	(41.482, 33.508)	(41.578, 33.502)	(41.675, 33.495)	(41.771, 33.489)	(41.867, 33.482)	(41.963, 33.476)	(42.058, 33.469)	(42.154, 33.463)	(42.248, 33.457)	(42.343, 33.450)	(42.438, 33.444)	(42.532, 33.438)	(42.626, 33.432)	(42.719, 33.425)	(42.813, 33.419)	(42.906, 33.413)	(42.999, 33.407)	(43.092, 33.401)	(43.184, 33.395)	(43.277, 33.388)	(43.369, 33.382)	(43.461, 33.376)	(43.552, 33.370)	(43.644, 33.364)	(43.735, 33.358)	(43.826, 33.353)	(43.916, 33.347)	(44.007, 33.341)	(44.097, 33.335)	(44.187, 33.329)	(44.277, 33.323)	(44.367, 33.317)	(44.456, 33.312)	(44.545, 33.306)	(44.634, 33.300)	(44.723, 33.295)	(44.812, 33.289)	(44.900, 33.283)	(44.989, 33.278)	(45.077, 33.272)	(45.165, 33.266)	(45.252, 33.261)	(45.340, 33.255)	(45.427, 33.250)	(45.514, 33.244)	(45.601, 33.239)	(45.688, 33.233)	(45.774, 33.228)	(45.860, 33.223)	(45.947, 33.217)	(46.033, 33.212)	(46.118, 33.206)	(46.204, 33.201)	(46.289, 33.196)	(46.375, 33.191)	(46.460, 33.185)	(46.545, 33.180)	(46.629, 33.175)	(46.714, 33.170)	(46.798, 33.164)	(46.883, 33.159)	(46.967, 33.154)	(47.050, 33.149)	(47.134, 33.144)	(47.218, 33.139)	(47.301, 33.134)	(47.384, 33.129)	(47.467, 33.124)	(47.550, 33.118)	(47.633, 33.113)	(47.716, 33.109)	(47.798, 33.104)	(47.881, 33.099)	(47.963, 33.094)	(48.045, 33.089)	(48.126, 33.084)	(48.208, 33.079)	(48.290, 33.074)	(48.371, 33.069)	(48.452, 33.064)	(48.533, 33.060)	(48.614, 33.055)	(48.695, 33.050)	(48.776, 33.045)	(48.856, 33.041)	(48.937, 33.036)	(49.017, 33.031)	(49.097, 33.026)	(49.177, 33.022)	(49.257, 33.017)	(49.336, 33.012)	(49.416, 33.008)	(49.495, 33.003)	(49.575, 32.999)	(49.654, 32.994)	(49.733, 32.989)	(49.811, 32.985)	(49.890, 32.980)	(49.969, 32.976)	
(41.437, 33.450)	(41.534, 33.444)	(41.630, 33.437)	(41.727, 33.431)	(41.823, 33.424)	(41.918, 33.418)	(42.014, 33.411)	(42.109, 33.405)	(42.204, 33.399)	(42.299, 33.392)	(42.393, 33.386)	(42.488, 33.380)	(42.582, 33.373)	(42.675, 33.367)	(42.769, 33.361)	(42.862, 33.355)	(42.955, 33.349)	(43.048, 33.343)	(43.140, 33.337)	(43.233, 33.330)	(43.325, 33.324)	(43.417, 33.318)	(43.508, 33.312)	(43.600, 33.306)	(43.691, 33.300)	(43.782, 33.295)	(43.873, 33.289)	(43.963, 33.283)	(44.053, 33.277)	(44.143, 33.271)	(44.233, 33.265)	(44.323, 33.260)	(44.413, 33.254)	(44.502, 33.248)	(44.591, 33.242)	(44.680, 33.237)	(44.768, 33.231)	(44.857, 33.225)	(44.945, 33.220)	(45.033, 33.214)	(45.121, 33.209)	(45.209, 33.203)	(45.296, 33.197)	(45.383, 33.192)	(45.471, 33.186)	(45.557, 33.181)	(45.644, 33.176)	(45.731, 33.170)	(45.817, 33.165)	(45.903, 33.159)	(45.989, 33.154)	(46.075, 33.149)	(46.161, 33.143)	(46.246, 33.138)	(46.331, 33.133)	(46.416, 33.127)	(46.501, 33.122)	(46.586, 33.117)	(46.671, 33.112)	(46.755, 33.107)	(46.839, 33.101)	(46.923, 33.096)	(47.007, 33.091)	(47.091, 33.086)	(47.175, 33.081)	(47.258, 33.076)	(47.341, 33.071)	(47.424, 33.066)	(47.507, 33.061)	(47.590, 33.056)	(47.673, 33.051)	(47.755, 33.046)	(47.837, 33.041)	(47.920, 33.036)	(48.002, 33.031)	(48.083, 33.026)	(48.165, 33.021)	(48.247, 33.016)	(48.328, 33.011)	(48.409, 33.007)	(48.490, 33.002)	(48.571, 32.997)	(48.652, 32.992)	(48.733, 32.988)	(48.813, 32.983)	(48.894, 32.978)	(48.974, 32.973)	(49.054, 32.969)	(49.134, 32.964)	(49.214, 32.959)	(49.293, 32.955)	(49.373, 32.950)	(49.452, 32.945)	(49.532, 32.941)	(49.611, 32.936)	(49.690, 32.932)	(49.769, 32.927)	(49.847, 32.923)	(49.926, 32.918)	(50.004, 32.914)	
