,Index_Num,starttime,resolution,speed,volume,occupancy
3073,8130,2014-02-15T06:20:00,0:05:00,49.59,172.0,18.07
3074,8131,2014-02-15T06:25:00,0:05:00,32.13,92.0,28.22
3075,8134,2014-02-15T06:30:00,0:05:00,30.57,147.0,30.87
3076,8136,2014-02-15T06:35:00,0:05:00,33.37,79.0,24.33
3077,8138,2014-02-15T06:40:00,0:05:00,21.47,119.0,29.87
3078,8139,2014-02-15T06:45:00,0:05:00,21.38,76.0,30.0
3079,8141,2014-02-15T06:50:00,0:05:00,23.14,115.0,29.33
3080,8143,2014-02-15T06:55:00,0:05:00,48.96,93.0,16.11
3081,8145,2014-02-15T07:00:00,0:05:00,33.36,106.0,34.0
3082,8147,2014-02-15T07:05:00,0:05:00,33.66,90.0,25.0
3083,8156,2014-02-15T07:25:00,0:05:00,23.63,139.0,26.055
3084,8163,2014-02-15T07:45:00,0:05:00,28.79,73.0,27.11
3085,8165,2014-02-15T07:50:00,0:05:00,42.22,93.0,19.89
3086,8168,2014-02-15T07:55:00,0:05:00,31.57,84.0,25.11
3087,8170,2014-02-15T08:00:00,0:05:00,16.23,71.0,41.11
3088,8172,2014-02-15T08:05:00,0:05:00,24.3,86.0,28.11
3089,8174,2014-02-15T08:10:00,0:05:00,18.89,54.0,38.17
3090,8175,2014-02-15T08:15:00,0:05:00,27.6,81.0,26.67
3091,8177,2014-02-15T08:20:00,0:05:00,20.77,123.0,31.13
3092,8179,2014-02-15T08:25:00,0:05:00,26.21,78.0,24.89
3093,8181,2014-02-15T08:30:00,0:05:00,27.23,140.0,26.67
3094,8184,2014-02-15T08:35:00,0:05:00,20.65,71.0,41.78
3095,8186,2014-02-15T08:40:00,0:05:00,22.3,137.0,36.87
3096,8188,2014-02-15T08:45:00,0:05:00,25.03,86.0,34.33
3097,8190,2014-02-15T08:50:00,0:05:00,20.14,42.0,34.33
3098,8192,2014-02-15T08:55:00,0:05:00,21.67,72.0,30.22
3099,8193,2014-02-15T09:00:00,0:05:00,27.96,119.0,32.4
3100,8195,2014-02-15T09:05:00,0:05:00,50.28,86.0,14.11
3101,8197,2014-02-15T09:10:00,0:05:00,22.59,83.0,34.78
3102,8200,2014-02-15T09:15:00,0:05:00,21.52,73.0,29.67
3103,8202,2014-02-15T09:20:00,0:05:00,23.59,81.0,30.22
3104,8204,2014-02-15T09:25:00,0:05:00,22.48,81.0,31.67
3105,8205,2014-02-15T09:30:00,0:05:00,23.27,128.0,31.8
3106,8207,2014-02-15T09:35:00,0:05:00,29.44,72.0,29.0
3107,8210,2014-02-15T09:40:00,0:05:00,19.94,72.0,39.33
3108,8212,2014-02-15T09:45:00,0:05:00,26.17,75.0,28.67
3109,8213,2014-02-15T09:50:00,0:05:00,47.25,59.0,13.29
3110,8215,2014-02-15T09:55:00,0:05:00,40.27,82.0,20.0
3111,8218,2014-02-15T10:00:00,0:05:00,36.49,63.0,22.43
3112,8220,2014-02-15T10:05:00,0:05:00,27.76,87.0,31.7
3113,8222,2014-02-15T10:10:00,0:05:00,37.12,65.0,23.57
3114,8224,2014-02-15T10:15:00,0:05:00,42.08,101.0,18.82
3115,8226,2014-02-15T10:20:00,0:05:00,21.32,57.0,32.57
3116,8228,2014-02-15T10:25:00,0:05:00,34.3,88.0,24.6
3117,8229,2014-02-15T10:30:00,0:05:00,23.37,49.0,35.43
3118,8231,2014-02-15T10:35:00,0:05:00,37.01,94.0,21.6
3120,8253,2014-02-15T11:30:00,0:05:00,52.754999999999995,99.0,13.08
3121,8262,2014-02-15T11:50:00,0:05:00,50.51,108.0,12.38
3122,8263,2014-02-15T11:55:00,0:05:00,52.62,97.0,14.0
3123,8266,2014-02-15T12:00:00,0:05:00,52.38,45.0,9.57
3124,8267,2014-02-15T12:05:00,0:05:00,51.41,64.0,11.1
3125,8269,2014-02-15T12:10:00,0:05:00,55.08,76.0,9.33
3126,8272,2014-02-15T12:15:00,0:05:00,51.7,47.0,13.17
3127,8274,2014-02-15T12:20:00,0:05:00,50.0,115.0,15.54
3128,8275,2014-02-15T12:25:00,0:05:00,50.2,89.0,13.8
3129,8278,2014-02-15T12:30:00,0:05:00,50.07,126.0,16.62
3130,8280,2014-02-15T12:35:00,0:05:00,52.0,32.0,12.0
3131,8281,2014-02-15T12:40:00,0:05:00,52.98,117.0,15.15
3132,8284,2014-02-15T12:45:00,0:05:00,52.46,96.0,15.0
3133,8286,2014-02-15T12:50:00,0:05:00,57.84,105.0,11.15
3134,8287,2014-02-15T12:55:00,0:05:00,58.41,74.0,10.4
3135,8290,2014-02-15T13:00:00,0:05:00,60.29,105.0,10.92
3136,8292,2014-02-15T13:05:00,0:05:00,60.52,62.0,8.0
3137,8293,2014-02-15T13:10:00,0:05:00,58.86,63.0,11.86
3138,8296,2014-02-15T13:15:00,0:05:00,58.32,71.0,9.7
3139,8298,2014-02-15T13:20:00,0:05:00,59.76,123.0,14.15
3140,8300,2014-02-15T13:25:00,0:05:00,57.86,76.0,11.7
3141,8302,2014-02-15T13:30:00,0:05:00,60.23,115.0,11.38
3142,8304,2014-02-15T13:35:00,0:05:00,57.71,110.0,14.5
3143,8306,2014-02-15T13:40:00,0:05:00,57.17,60.0,11.57
3144,8307,2014-02-15T13:45:00,0:05:00,58.81,96.0,13.1
3145,8310,2014-02-15T13:50:00,0:05:00,58.5,111.0,11.38
3146,8312,2014-02-15T13:55:00,0:05:00,58.06,88.0,13.6
3147,8314,2014-02-15T14:00:00,0:05:00,56.96,111.0,11.38
3148,8316,2014-02-15T14:05:00,0:05:00,58.51,63.0,8.1
3149,8317,2014-02-15T14:10:00,0:05:00,55.87,105.0,11.69
3150,8320,2014-02-15T14:15:00,0:05:00,58.45,40.0,12.5
3151,8321,2014-02-15T14:20:00,0:05:00,57.93,107.0,12.0
3152,8323,2014-02-15T14:25:00,0:05:00,57.82,88.0,12.7
3153,8325,2014-02-15T14:30:00,0:05:00,59.32,106.0,10.54
3154,8327,2014-02-15T14:35:00,0:05:00,61.65,63.0,7.7
3155,8330,2014-02-15T14:40:00,0:05:00,53.92,100.0,19.0
3156,8332,2014-02-15T14:45:00,0:05:00,55.25,109.0,15.6
3157,8333,2014-02-15T14:50:00,0:05:00,48.69,121.0,18.38
3158,8336,2014-02-15T14:55:00,0:05:00,30.5,86.0,25.3
3159,8338,2014-02-15T15:00:00,0:05:00,45.95,110.0,16.15
3160,8340,2014-02-15T15:05:00,0:05:00,60.02,94.0,12.6
3161,8342,2014-02-15T15:10:00,0:05:00,58.39,105.0,12.75
3162,8344,2014-02-15T15:15:00,0:05:00,54.84,89.0,12.8
3163,8351,2014-02-15T15:35:00,0:05:00,15.04,85.5,39.2
3164,8360,2014-02-15T15:55:00,0:05:00,21.78,82.0,34.0
3165,8362,2014-02-15T16:00:00,0:05:00,25.02,66.0,31.29
3166,8364,2014-02-15T16:05:00,0:05:00,31.31,89.0,27.2
3167,8366,2014-02-15T16:10:00,0:05:00,21.19,53.0,32.43
3168,8368,2014-02-15T16:15:00,0:05:00,21.01,77.0,34.8
3169,8370,2014-02-15T16:20:00,0:05:00,17.25,97.0,38.75
3170,8372,2014-02-15T16:25:00,0:05:00,27.59,85.0,28.2
3171,8374,2014-02-15T16:30:00,0:05:00,20.51,104.0,39.92
3172,8376,2014-02-15T16:35:00,0:05:00,22.36,94.0,34.2
3173,8378,2014-02-15T16:40:00,0:05:00,25.14,118.0,30.92
3174,8380,2014-02-15T16:45:00,0:05:00,34.35,85.0,21.7
3175,8382,2014-02-15T16:50:00,0:05:00,54.65,105.0,12.0
3176,8384,2014-02-15T16:55:00,0:05:00,56.19,84.0,11.8
3177,8385,2014-02-15T17:00:00,0:05:00,52.37,135.0,15.69
3178,8387,2014-02-15T17:05:00,0:05:00,54.97,79.0,11.1
3179,8389,2014-02-15T17:10:00,0:05:00,55.38,120.0,13.08
3180,8391,2014-02-15T17:15:00,0:05:00,52.63,103.0,15.2
3181,8393,2014-02-15T17:20:00,0:05:00,50.03,136.0,15.46
3182,8395,2014-02-15T17:25:00,0:05:00,50.23,110.0,17.0
3183,8397,2014-02-15T17:30:00,0:05:00,45.14,120.0,17.38
3184,8399,2014-02-15T17:35:00,0:05:00,45.29,87.0,14.2
3185,8401,2014-02-15T17:40:00,0:05:00,54.77,106.0,11.0
3186,8404,2014-02-15T17:45:00,0:05:00,52.87,87.0,12.4
3187,8406,2014-02-15T17:50:00,0:05:00,54.74,97.0,10.77
3188,8408,2014-02-15T17:55:00,0:05:00,45.41,101.0,17.0
3189,8410,2014-02-15T18:00:00,0:05:00,54.49,110.0,10.69
3190,8412,2014-02-15T18:05:00,0:05:00,57.13,71.0,10.4
3191,8414,2014-02-15T18:10:00,0:05:00,54.54,109.0,12.15
3192,8422,2014-02-15T18:30:00,0:05:00,53.15,137.0,10.885
3193,8429,2014-02-15T18:50:00,0:05:00,60.12,90.0,9.62
3194,8432,2014-02-15T18:55:00,0:05:00,59.38,48.0,6.0
3195,8433,2014-02-15T19:00:00,0:05:00,61.88,85.0,7.69
3196,8435,2014-02-15T19:05:00,0:05:00,61.6,43.0,6.0
3197,8437,2014-02-15T19:10:00,0:05:00,61.43,56.0,4.92
3198,8439,2014-02-15T19:15:00,0:05:00,62.6,40.0,4.3
3199,8441,2014-02-15T19:20:00,0:05:00,62.61,51.0,4.08
3200,8444,2014-02-15T19:25:00,0:05:00,58.25,53.0,7.1
3201,8445,2014-02-15T19:30:00,0:05:00,61.11,72.0,7.23
3202,8448,2014-02-15T19:35:00,0:05:00,60.68,38.0,4.4
3203,8450,2014-02-15T19:40:00,0:05:00,59.08,48.0,4.46
3204,8451,2014-02-15T19:45:00,0:05:00,63.0,22.0,2.4
3205,8453,2014-02-15T19:50:00,0:05:00,60.05,59.0,6.0
3206,8455,2014-02-15T19:55:00,0:05:00,61.58,19.0,1.9
3207,8458,2014-02-15T20:00:00,0:05:00,62.88,17.0,2.0
3208,8459,2014-02-15T20:05:00,0:05:00,62.17,24.0,2.5
3209,8461,2014-02-15T20:10:00,0:05:00,63.89,19.0,3.14
3210,8463,2014-02-15T20:15:00,0:05:00,59.0,17.0,2.0
3211,8466,2014-02-15T20:20:00,0:05:00,58.9,20.0,3.29
3212,8468,2014-02-15T20:25:00,0:05:00,59.68,38.0,4.0
3213,8469,2014-02-15T20:30:00,0:05:00,62.65,26.0,1.67
3214,8477,2014-02-15T20:50:00,0:05:00,59.91,43.0,2.26
3215,8486,2014-02-15T21:10:00,0:05:00,59.63,32.0,2.85
3216,8488,2014-02-15T21:15:00,0:05:00,62.1,20.0,2.0
3217,8490,2014-02-15T21:20:00,0:05:00,61.2,45.0,4.85
3218,8492,2014-02-15T21:25:00,0:05:00,59.56,18.0,2.1
3219,8494,2014-02-15T21:30:00,0:05:00,62.63,24.0,1.38
3220,8496,2014-02-15T21:35:00,0:05:00,61.23,26.0,2.5
3221,8498,2014-02-15T21:40:00,0:05:00,65.71,7.0,0.58
3222,8500,2014-02-15T21:45:00,0:05:00,62.3,27.0,2.5
3223,8502,2014-02-15T21:50:00,0:05:00,64.36,14.0,1.08
3224,8503,2014-02-15T21:55:00,0:05:00,64.75,8.0,0.4
3225,8505,2014-02-15T22:00:00,0:05:00,60.2,15.0,1.38
3226,8507,2014-02-15T22:05:00,0:05:00,64.6,10.0,0.6
3227,8510,2014-02-15T22:10:00,0:05:00,59.57,14.0,1.23
3229,8514,2014-02-15T22:20:00,0:05:00,64.18,11.0,0.54
3230,8515,2014-02-15T22:25:00,0:05:00,62.77,13.0,1.2
3231,8518,2014-02-15T22:30:00,0:05:00,61.24,21.0,1.77
3232,8519,2014-02-15T22:35:00,0:05:00,61.0,8.0,0.5
3233,8521,2014-02-15T22:40:00,0:05:00,61.16,19.0,1.75
3234,8524,2014-02-15T22:45:00,0:05:00,58.86,7.0,0.4
3235,8526,2014-02-15T22:50:00,0:05:00,61.0,9.0,0.92
3236,8528,2014-02-15T22:55:00,0:05:00,59.0,2.0,0.2
3237,8530,2014-02-15T23:00:00,0:05:00,57.5,4.0,0.31
3238,8532,2014-02-15T23:05:00,0:05:00,64.2,10.0,0.6
3239,8533,2014-02-15T23:10:00,0:05:00,61.33,12.0,1.38
3241,8538,2014-02-15T23:20:00,0:05:00,64.8,5.0,0.38
3242,8540,2014-02-15T23:25:00,0:05:00,62.0,6.0,0.4
3243,8548,2014-02-15T23:45:00,0:05:00,63.75,6.5,0.1
3244,8561,2014-02-16T00:20:00,0:05:00,61.0,6.75,0.31
3245,8570,2014-02-16T00:40:00,0:05:00,62.71,7.0,0.38
3246,8572,2014-02-16T00:45:00,0:05:00,63.0,2.0,0.1
3248,8576,2014-02-16T00:55:00,0:05:00,59.0,4.0,0.4
3249,8578,2014-02-16T01:00:00,0:05:00,60.0,4.0,0.31
3251,8582,2014-02-16T01:10:00,0:05:00,63.75,4.0,0.38
3252,8590,2014-02-16T01:30:00,0:05:00,48.0,2.0,0.77
3255,8601,2014-02-16T02:00:00,0:05:00,59.0,1.0,0.08
3257,8605,2014-02-16T02:10:00,0:05:00,56.33,3.0,0.43
3259,8610,2014-02-16T02:20:00,0:05:00,59.4,5.0,0.69
3260,8612,2014-02-16T02:25:00,0:05:00,60.38,8.0,1.11
3261,8614,2014-02-16T02:30:00,0:05:00,58.6,5.0,0.15
3262,8616,2014-02-16T02:35:00,0:05:00,59.0,3.0,0.3
3265,8621,2014-02-16T02:50:00,0:05:00,60.0,1.0,0.14
3266,8624,2014-02-16T02:55:00,0:05:00,62.0,4.0,0.4
3268,8627,2014-02-16T03:05:00,0:05:00,59.0,3.0,0.5
3269,8629,2014-02-16T03:10:00,0:05:00,59.6,5.0,0.77
3271,8634,2014-02-16T03:20:00,0:05:00,62.67,9.0,0.92
3272,8635,2014-02-16T03:25:00,0:05:00,59.56,9.0,0.9
3273,8637,2014-02-16T03:30:00,0:05:00,64.0,2.0,0.15
3275,8641,2014-02-16T03:40:00,0:05:00,64.18,11.0,0.46
3276,8643,2014-02-16T03:45:00,0:05:00,60.86,7.0,0.4
3277,8646,2014-02-16T03:50:00,0:05:00,59.0,1.0,0.08
3278,8648,2014-02-16T03:55:00,0:05:00,66.0,8.0,0.8
3279,8650,2014-02-16T04:00:00,0:05:00,61.0,2.0,0.15
3280,8652,2014-02-16T04:05:00,0:05:00,61.8,5.0,0.2
3281,8660,2014-02-16T04:25:00,0:05:00,62.22,2.0,0.2
3282,8668,2014-02-16T04:45:00,0:05:00,62.64,25.0,2.7
3283,8670,2014-02-16T04:50:00,0:05:00,62.13,16.0,1.15
3284,8672,2014-02-16T04:55:00,0:05:00,66.22,18.0,1.5
3285,8674,2014-02-16T05:00:00,0:05:00,62.68,34.0,2.77
3286,8676,2014-02-16T05:05:00,0:05:00,63.3,40.0,4.6
3287,8677,2014-02-16T05:10:00,0:05:00,61.57,67.0,5.92
3288,8679,2014-02-16T05:15:00,0:05:00,63.12,34.0,3.2
3289,8682,2014-02-16T05:20:00,0:05:00,62.09,81.0,8.54
3290,8683,2014-02-16T05:25:00,0:05:00,63.22,64.0,7.6
3291,8686,2014-02-16T05:30:00,0:05:00,62.13,92.0,8.54
3292,8688,2014-02-16T05:35:00,0:05:00,55.59,118.0,16.1
3293,8690,2014-02-16T05:40:00,0:05:00,61.23,60.0,9.86
3294,8692,2014-02-16T05:45:00,0:05:00,59.33,108.0,13.8
3295,8694,2014-02-16T05:50:00,0:05:00,61.03,80.0,7.75
3296,8696,2014-02-16T05:55:00,0:05:00,58.99,93.0,12.0
3297,8698,2014-02-16T06:00:00,0:05:00,58.86,129.0,12.46
3298,8700,2014-02-16T06:05:00,0:05:00,58.59,106.0,13.6
3299,8702,2014-02-16T06:10:00,0:05:00,54.97,151.0,16.69
3300,8704,2014-02-16T06:15:00,0:05:00,53.0,52.0,18.0
3301,8705,2014-02-16T06:20:00,0:05:00,29.98,117.0,30.58
3302,8707,2014-02-16T06:25:00,0:05:00,25.76,95.0,34.5
3303,8716,2014-02-16T06:45:00,0:05:00,37.89,100.0,20.3
3304,8730,2014-02-16T07:20:00,0:05:00,20.95,105.0,21.25
3305,8744,2014-02-16T07:55:00,0:05:00,35.49,88.0,21.725
3306,8752,2014-02-16T08:15:00,0:05:00,37.26,74.0,22.2
3307,8754,2014-02-16T08:20:00,0:05:00,22.47,119.0,36.46
3308,8756,2014-02-16T08:25:00,0:05:00,19.87,86.0,35.2
3309,8758,2014-02-16T08:30:00,0:05:00,21.6,58.0,39.14
3310,8760,2014-02-16T08:35:00,0:05:00,20.66,85.0,35.7
3311,8762,2014-02-16T08:40:00,0:05:00,27.21,120.0,29.85
3312,8764,2014-02-16T08:45:00,0:05:00,18.97,74.0,36.3
3313,8772,2014-02-16T09:05:00,0:05:00,20.46,76.0,31.3
3314,8780,2014-02-16T09:25:00,0:05:00,31.65,78.0,30.1
3315,8782,2014-02-16T09:30:00,0:05:00,42.35,124.0,22.62
3316,8784,2014-02-16T09:35:00,0:05:00,31.93,102.0,31.5
3317,8785,2014-02-16T09:40:00,0:05:00,13.28,71.0,49.31
3318,8787,2014-02-16T09:45:00,0:05:00,26.43,77.0,28.2
3319,8790,2014-02-16T09:50:00,0:05:00,21.57,60.0,32.86
3320,8791,2014-02-16T09:55:00,0:05:00,22.29,79.0,30.4
3321,8793,2014-02-16T10:00:00,0:05:00,19.36,107.0,36.08
3322,8795,2014-02-16T10:05:00,0:05:00,22.78,76.0,34.0
3323,8797,2014-02-16T10:10:00,0:05:00,22.1,113.0,31.23
3324,8799,2014-02-16T10:15:00,0:05:00,16.59,82.0,39.7
3325,8801,2014-02-16T10:20:00,0:05:00,19.31,113.0,35.85
3326,8803,2014-02-16T10:25:00,0:05:00,23.2,89.0,29.2
3327,8806,2014-02-16T10:30:00,0:05:00,22.74,53.0,35.57
3328,8808,2014-02-16T10:35:00,0:05:00,26.07,30.0,30.25
3329,8810,2014-02-16T10:40:00,0:05:00,20.2,120.0,38.54
3330,8812,2014-02-16T10:45:00,0:05:00,30.0,89.0,27.1
3331,8814,2014-02-16T10:50:00,0:05:00,24.96,106.0,30.38
3332,8816,2014-02-16T10:55:00,0:05:00,29.0,92.0,32.8
3333,8817,2014-02-16T11:00:00,0:05:00,26.17,109.0,32.31
3334,8819,2014-02-16T11:05:00,0:05:00,15.33,61.0,37.6
3335,8822,2014-02-16T11:10:00,0:05:00,17.98,96.0,35.46
3336,8823,2014-02-16T11:15:00,0:05:00,20.45,78.0,34.7
3337,8825,2014-02-16T11:20:00,0:05:00,22.99,111.0,30.38
3338,8827,2014-02-16T11:25:00,0:05:00,21.06,80.0,30.6
3339,8829,2014-02-16T11:30:00,0:05:00,27.78,117.0,28.38
3340,8831,2014-02-16T11:35:00,0:05:00,18.45,71.0,33.1
3341,8834,2014-02-16T11:40:00,0:05:00,17.63,97.0,36.31
3342,8835,2014-02-16T11:45:00,0:05:00,16.73,74.0,34.8
3343,8837,2014-02-16T11:50:00,0:05:00,18.91,97.0,32.54
3344,8839,2014-02-16T11:55:00,0:05:00,20.72,78.0,36.5
3345,8841,2014-02-16T12:00:00,0:05:00,20.28,121.0,35.92
3346,8843,2014-02-16T12:05:00,0:05:00,42.54,87.0,19.4
3347,8845,2014-02-16T12:10:00,0:05:00,50.3,100.0,13.0
3348,8848,2014-02-16T12:15:00,0:05:00,30.43,80.0,27.8
3349,8856,2014-02-16T12:35:00,0:05:00,51.1,42.0,23.4
3350,8870,2014-02-16T13:10:00,0:05:00,51.27,78.0,19.0
3351,8877,2014-02-16T13:30:00,0:05:00,32.91,114.0,30.46
3352,8879,2014-02-16T13:35:00,0:05:00,24.79,95.0,36.7
3353,8881,2014-02-16T13:40:00,0:05:00,18.56,87.0,36.23
3354,8884,2014-02-16T13:45:00,0:05:00,46.19,83.0,21.7
3355,8886,2014-02-16T13:50:00,0:05:00,37.42,112.0,29.69
3356,8888,2014-02-16T13:55:00,0:05:00,52.49,94.0,15.1
3357,8890,2014-02-16T14:00:00,0:05:00,40.79,115.0,23.0
3358,8892,2014-02-16T14:05:00,0:05:00,57.9,77.0,10.4
3359,8894,2014-02-16T14:10:00,0:05:00,58.16,124.0,13.23
3360,8895,2014-02-16T14:15:00,0:05:00,59.35,110.0,14.8
3361,8897,2014-02-16T14:20:00,0:05:00,62.69,89.0,9.54
3362,8900,2014-02-16T14:25:00,0:05:00,57.1,104.0,16.0
3363,8901,2014-02-16T14:30:00,0:05:00,60.49,115.0,11.31
3364,8903,2014-02-16T14:35:00,0:05:00,59.11,38.0,14.5
3365,8905,2014-02-16T14:40:00,0:05:00,59.35,124.0,13.15
3366,8907,2014-02-16T14:45:00,0:05:00,60.83,84.0,10.8
3367,8909,2014-02-16T14:50:00,0:05:00,58.22,102.0,12.83
3368,8911,2014-02-16T14:55:00,0:05:00,59.45,120.0,16.1
3369,8913,2014-02-16T15:00:00,0:05:00,58.17,109.0,11.23
3370,8915,2014-02-16T15:05:00,0:05:00,59.77,118.0,15.3
3371,8917,2014-02-16T15:10:00,0:05:00,57.58,66.0,12.43
3372,8926,2014-02-16T15:30:00,0:05:00,40.275,61.0,33.29
3373,8934,2014-02-16T15:50:00,0:05:00,22.97,115.0,31.38
3374,8935,2014-02-16T15:55:00,0:05:00,27.0,91.0,37.6
3375,8937,2014-02-16T16:00:00,0:05:00,27.47,118.0,32.33
3376,8939,2014-02-16T16:05:00,0:05:00,15.79,28.0,39.5
3377,8941,2014-02-16T16:10:00,0:05:00,24.89,121.0,31.92
3378,8943,2014-02-16T16:15:00,0:05:00,44.22,111.0,19.7
3379,8946,2014-02-16T16:20:00,0:05:00,25.82,61.0,34.86
3380,8948,2014-02-16T16:25:00,0:05:00,38.81,94.0,22.8
3381,8949,2014-02-16T16:30:00,0:05:00,50.7,147.0,17.15
3382,8952,2014-02-16T16:35:00,0:05:00,56.1,102.0,14.2
3383,8954,2014-02-16T16:40:00,0:05:00,58.28,94.0,12.33
3384,8955,2014-02-16T16:45:00,0:05:00,56.86,93.0,12.9
3385,8957,2014-02-16T16:50:00,0:05:00,57.24,118.0,12.69
3386,8959,2014-02-16T16:55:00,0:05:00,58.72,106.0,13.8
3387,8962,2014-02-16T17:00:00,0:05:00,56.5,142.0,14.92
3388,8964,2014-02-16T17:05:00,0:05:00,60.0,73.0,8.5
3389,8965,2014-02-16T17:10:00,0:05:00,58.05,65.0,12.29
3390,8967,2014-02-16T17:15:00,0:05:00,53.66,105.0,16.1
3391,8970,2014-02-16T17:20:00,0:05:00,53.04,147.0,16.38
3392,8972,2014-02-16T17:25:00,0:05:00,32.18,76.0,23.6
3393,8974,2014-02-16T17:30:00,0:05:00,55.4,118.0,13.23
3394,8976,2014-02-16T17:35:00,0:05:00,55.36,92.0,12.7
3395,8978,2014-02-16T17:40:00,0:05:00,55.18,125.0,13.0
3396,8980,2014-02-16T17:45:00,0:05:00,56.88,73.0,9.9
3397,8982,2014-02-16T17:50:00,0:05:00,58.24,46.0,9.0
3398,8983,2014-02-16T17:55:00,0:05:00,55.64,72.0,10.0
3399,8985,2014-02-16T18:00:00,0:05:00,52.04,111.0,12.62
3400,8987,2014-02-16T18:05:00,0:05:00,51.5,36.0,11.0
3401,8990,2014-02-16T18:10:00,0:05:00,52.7,109.0,12.62
3402,8992,2014-02-16T18:15:00,0:05:00,53.21,86.0,12.9
3403,8994,2014-02-16T18:20:00,0:05:00,54.08,107.0,11.38
3404,8995,2014-02-16T18:25:00,0:05:00,53.47,86.0,12.4
3405,8997,2014-02-16T18:30:00,0:05:00,56.94,90.0,8.92
3406,9000,2014-02-16T18:35:00,0:05:00,58.08,78.0,9.0
3407,9001,2014-02-16T18:40:00,0:05:00,59.09,78.0,8.17
3408,9003,2014-02-16T18:45:00,0:05:00,60.9,67.0,10.4
3409,9006,2014-02-16T18:50:00,0:05:00,60.22,45.0,8.29
3410,9008,2014-02-16T18:55:00,0:05:00,59.17,35.0,4.2
3411,9010,2014-02-16T19:00:00,0:05:00,58.28,75.0,7.92
3412,9012,2014-02-16T19:05:00,0:05:00,63.5,16.0,3.5
3413,9013,2014-02-16T19:10:00,0:05:00,58.19,31.0,5.86
3414,9016,2014-02-16T19:15:00,0:05:00,60.8,50.0,7.1
3415,9018,2014-02-16T19:20:00,0:05:00,59.93,44.0,3.46
3416,9019,2014-02-16T19:25:00,0:05:00,62.33,63.0,7.3
3417,9022,2014-02-16T19:30:00,0:05:00,61.36,73.0,6.69
3418,9024,2014-02-16T19:35:00,0:05:00,62.76,34.0,4.0
3419,9026,2014-02-16T19:40:00,0:05:00,60.3,46.0,7.86
3420,9027,2014-02-16T19:45:00,0:05:00,60.16,38.0,4.2
3421,9029,2014-02-16T19:50:00,0:05:00,61.0,11.0,2.29
3422,9037,2014-02-16T20:10:00,0:05:00,61.23,26.0,2.4450000000000003
3423,9052,2014-02-16T20:45:00,0:05:00,62.519999999999996,25.0,2.6
3424,9060,2014-02-16T21:05:00,0:05:00,63.81,16.0,1.7
3425,9061,2014-02-16T21:10:00,0:05:00,65.53,36.0,2.77
3426,9064,2014-02-16T21:15:00,0:05:00,62.0,19.0,1.7
3427,9066,2014-02-16T21:20:00,0:05:00,63.05,37.0,3.31
3428,9067,2014-02-16T21:25:00,0:05:00,62.6,25.0,2.6
3429,9070,2014-02-16T21:30:00,0:05:00,64.71,14.0,0.92
3430,9072,2014-02-16T21:35:00,0:05:00,64.8,5.0,1.0
3431,9079,2014-02-16T21:55:00,0:05:00,55.39,18.0,1.075
3432,9094,2014-02-16T22:30:00,0:05:00,60.08,16.0,1.15
3433,9101,2014-02-16T22:50:00,0:05:00,64.77,13.0,0.85
3434,9104,2014-02-16T22:55:00,0:05:00,61.67,6.0,0.5
3435,9106,2014-02-16T23:00:00,0:05:00,65.62,13.0,0.85
3436,9108,2014-02-16T23:05:00,0:05:00,61.82,11.0,0.6
3437,9110,2014-02-16T23:10:00,0:05:00,61.78,18.0,1.46
3438,9112,2014-02-16T23:15:00,0:05:00,66.67,6.0,0.6
3440,9115,2014-02-16T23:25:00,0:05:00,59.5,8.0,0.8
3441,9117,2014-02-16T23:30:00,0:05:00,62.08,13.0,1.0
3442,9120,2014-02-16T23:35:00,0:05:00,62.0,4.0,0.4
3443,9121,2014-02-16T23:40:00,0:05:00,63.78,9.0,0.46
3444,9123,2014-02-16T23:45:00,0:05:00,63.5,8.0,0.7
3445,9125,2014-02-16T23:50:00,0:05:00,60.25,8.0,0.69
3446,9127,2014-02-16T23:55:00,0:05:00,56.0,2.0,0.5
3447,9136,2014-02-17T00:15:00,0:05:00,58.335,4.0,0.5
3449,9146,2014-02-17T00:40:00,0:05:00,60.67,6.0,0.46
3452,9151,2014-02-17T00:55:00,0:05:00,62.67,3.0,0.1
3453,9154,2014-02-17T01:00:00,0:05:00,61.86,7.0,0.15
3455,9163,2014-02-17T01:25:00,0:05:00,68.715,1.0,0.1
3456,9172,2014-02-17T01:45:00,0:05:00,71.0,1.0,0.1
3457,9173,2014-02-17T01:50:00,0:05:00,63.33,3.0,0.69
3458,9175,2014-02-17T01:55:00,0:05:00,58.0,1.0,0.4
3460,9179,2014-02-17T02:05:00,0:05:00,67.67,3.0,0.1
3461,9182,2014-02-17T02:10:00,0:05:00,59.0,4.0,0.15
3463,9185,2014-02-17T02:20:00,0:05:00,58.0,2.0,0.15
3464,9187,2014-02-17T02:25:00,0:05:00,68.0,1.0,0.1
3465,9190,2014-02-17T02:30:00,0:05:00,63.0,1.0,0.08
3466,9192,2014-02-17T02:35:00,0:05:00,54.0,2.0,0.4
3469,9198,2014-02-17T02:50:00,0:05:00,60.0,2.0,0.15
3471,9202,2014-02-17T03:00:00,0:05:00,60.0,0.0,0.0
3472,9203,2014-02-17T03:05:00,0:05:00,60.0,2.0,0.2
3473,9205,2014-02-17T03:10:00,0:05:00,64.43,7.0,0.23
