Index_Num,starttime,resolution,speed,volume,occupancy,speed_处理后,volume_处理后,occupancy_处理后
7672,2011-03-14T09:40:00-07:00,0:05:00,27.88,102,29.5,27.88,102,29.5
7674,2011-03-14T09:45:00-07:00,0:05:00,57.42,124,14.83,57.42,124,14.83
7676,2011-03-14T09:50:00-07:00,0:05:00,62.52,136,12.07,62.52,136,12.07
7678,2011-03-14T09:55:00-07:00,0:05:00,60.02,119,12.08,60.02,119,12.08
7680,2011-03-14T10:00:00-07:00,0:05:00,64.27,128,10.13,64.27,128,10.13
7682,2011-03-14T10:05:00-07:00,0:05:00,60.86,107,11,60.86,107,11
7684,2011-03-14T10:10:00-07:00,0:05:00,63.2,128,11,63.2,128,11
7687,2011-03-14T10:15:00-07:00,0:05:00,62.73,92,9.23,62.73,92,9.23
7689,2011-03-14T10:20:00-07:00,0:05:00,59.12,121,11.27,59.12,121,11.27
7691,2011-03-14T10:25:00-07:00,0:05:00,59.27,124,12.15,59.27,124,12.15
7692,2011-03-14T10:30:00-07:00,0:05:00,58.99,149,13.47,58.99,149,13.47
7694,2011-03-14T10:35:00-07:00,0:05:00,59.67,114,11.69,59.67,114,11.69
7696,2011-03-14T10:40:00-07:00,0:05:00,59.22,125,10.73,59.22,125,10.73
7698,2011-03-14T10:45:00-07:00,0:05:00,62.14,73,7.15,62.14,73,7.15
7700,2011-03-14T10:50:00-07:00,0:05:00,59.09,108,9.87,59.09,108,9.87
7702,2011-03-14T10:55:00-07:00,0:05:00,61.68,66,6.77,61.68,66,6.77
7704,2011-03-14T11:00:00-07:00,0:05:00,61.53,113,9.67,61.53,113,9.67
7706,2011-03-14T11:05:00-07:00,0:05:00,59.42,113,13.31,59.42,113,13.31
7708,2011-03-14T11:10:00-07:00,0:05:00,62.64,83,10.4,62.64,83,10.4
7710,2011-03-14T11:15:00-07:00,0:05:00,60.16,100,10.33,60.16,100,10.33
7712,2011-03-14T11:20:00-07:00,0:05:00,60.08,101,9.8,60.08,101,9.8
7714,2011-03-14T11:25:00-07:00,0:05:00,60.32,93,9.85,60.32,93,9.85
7716,2011-03-14T11:30:00-07:00,0:05:00,60.23,120,11.07,60.23,120,11.07
7719,2011-03-14T11:35:00-07:00,0:05:00,60.38,53,9.57,60.38,53,9.57
7721,2011-03-14T11:40:00-07:00,0:05:00,57.66,95,12.8,57.66,95,12.8
7722,2011-03-14T11:45:00-07:00,0:05:00,57.97,76,9,57.97,76,9
7725,2011-03-14T11:50:00-07:00,0:05:00,60.11,111,10.27,60.11,111,10.27
7727,2011-03-14T11:55:00-07:00,0:05:00,60.38,93,8.77,60.38,93,8.77
7728,2011-03-14T12:00:00-07:00,0:05:00,60.54,96,8.47,60.54,96,8.47
7730,2011-03-14T12:05:00-07:00,0:05:00,57.26,117,13.23,57.26,117,13.23
7732,2011-03-14T12:10:00-07:00,0:05:00,59.97,101,9,59.97,101,9
7734,2011-03-14T12:15:00-07:00,0:05:00,56.92,110,12.23,56.92,110,12.23
7736,2011-03-14T12:20:00-07:00,0:05:00,58.42,109,9.87,58.42,109,9.87
7738,2011-03-14T12:25:00-07:00,0:05:00,58.11,96,10.15,58.11,96,10.15
7740,2011-03-14T12:30:00-07:00,0:05:00,57.22,116,10.53,57.22,116,10.53
7742,2011-03-14T12:35:00-07:00,0:05:00,56.51,89,9.62,56.51,89,9.62
7744,2011-03-14T12:40:00-07:00,0:05:00,52.52,126,14.47,52.52,126,14.47
7746,2011-03-14T12:45:00-07:00,0:05:00,52.17,108,12.31,52.17,108,12.31
7748,2011-03-14T12:50:00-07:00,0:05:00,54.35,133,13.4,54.35,133,13.4
7750,2011-03-14T12:55:00-07:00,0:05:00,52.81,114,13.15,52.81,114,13.15
7753,2011-03-14T13:00:00-07:00,0:05:00,55.35,120,11.4,55.35,120,11.4
7755,2011-03-14T13:05:00-07:00,0:05:00,53.3,127,14.69,53.3,127,14.69
7756,2011-03-14T13:10:00-07:00,0:05:00,55.61,104,9.87,55.61,104,9.87
7758,2011-03-14T13:15:00-07:00,0:05:00,55.06,101,12,55.06,101,12
7760,2011-03-14T13:20:00-07:00,0:05:00,54.35,148,14.93,54.35,148,14.93
7762,2011-03-14T13:25:00-07:00,0:05:00,56.24,117,12.31,56.24,117,12.31
7764,2011-03-14T13:30:00-07:00,0:05:00,57.44,113,10.6,57.44,113,10.6
7766,2011-03-14T13:35:00-07:00,0:05:00,56.23,109,10.69,56.23,109,10.69
7768,2011-03-14T13:40:00-07:00,0:05:00,56.98,116,11.2,56.98,116,11.2
7770,2011-03-14T13:45:00-07:00,0:05:00,53.97,124,14.46,53.97,124,14.46
7772,2011-03-14T13:50:00-07:00,0:05:00,54.83,126,11.93,54.83,126,11.93
7774,2011-03-14T13:55:00-07:00,0:05:00,55.81,126,14.62,55.81,126,14.62
7776,2011-03-14T14:00:00-07:00,0:05:00,55.35,113,10.53,55.35,113,10.53
7778,2011-03-14T14:05:00-07:00,0:05:00,56.42,128,13.85,56.42,128,13.85
7780,2011-03-14T14:10:00-07:00,0:05:00,53.22,140,14.47,53.22,140,14.47
7782,2011-03-14T14:15:00-07:00,0:05:00,40.8,111,21.38,40.8,111,21.38
7785,2011-03-14T14:20:00-07:00,0:05:00,51.71,130,13.73,51.71,130,13.73
7787,2011-03-14T14:25:00-07:00,0:05:00,28.26,87,32,28.26,87,32
7788,2011-03-14T14:30:00-07:00,0:05:00,22.81,74,28.2,22.81,74,28.2
7791,2011-03-14T14:35:00-07:00,0:05:00,7.38,42,52.58,7.38,42,52.58
7792,2011-03-14T14:40:00-07:00,0:05:00,16.06,69,42,16.06,69,42
7794,2011-03-14T14:45:00-07:00,0:05:00,21.87,82,37.38,21.87,82,37.38
7796,2011-03-14T14:50:00-07:00,0:05:00,7.06,54,50.8,7.06,54,50.8
7798,2011-03-14T14:55:00-07:00,0:05:00,14.77,78,41.54,14.77,78,41.54
7800,2011-03-14T15:00:00-07:00,0:05:00,29.83,81,25.2,29.83,81,25.2
7802,2011-03-14T15:05:00-07:00,0:05:00,44.8,128,19.23,44.8,128,19.23
7804,2011-03-14T15:10:00-07:00,0:05:00,55.55,87,11.7,55.55,87,11.7
7806,2011-03-14T15:15:00-07:00,0:05:00,49.3,57,14,49.3,57,14
7808,2011-03-14T15:20:00-07:00,0:05:00,36.64,134,22.8,36.64,134,22.8
7810,2011-03-14T15:25:00-07:00,0:05:00,17.73,99,34.23,17.73,99,34.23
7812,2011-03-14T15:30:00-07:00,0:05:00,17.16,113,36.87,17.16,113,36.87
7814,2011-03-14T15:35:00-07:00,0:05:00,23,114,30.77,23,114,30.77
7816,2011-03-14T15:40:00-07:00,0:05:00,32.61,80,20.9,32.61,80,20.9
7818,2011-03-14T15:45:00-07:00,0:05:00,45.35,111,16.46,45.35,111,16.46
7821,2011-03-14T15:50:00-07:00,0:05:00,24.15,86,34.1,24.15,86,34.1
7823,2011-03-14T15:55:00-07:00,0:05:00,52.21,112,13.85,52.21,112,13.85
7824,2011-03-14T16:00:00-07:00,0:05:00,53.86,139,13.13,53.86,139,13.13
7826,2011-03-14T16:05:00-07:00,0:05:00,52.88,113,13.77,52.88,113,13.77
7828,2011-03-14T16:10:00-07:00,0:05:00,54.95,128,12.13,54.95,128,12.13
7830,2011-03-14T16:15:00-07:00,0:05:00,55.22,124,12.69,55.22,124,12.69
7832,2011-03-14T16:20:00-07:00,0:05:00,53.32,90,15,53.32,90,15
7834,2011-03-14T16:25:00-07:00,0:05:00,56.56,124,12.69,56.56,124,12.69
7836,2011-03-14T16:30:00-07:00,0:05:00,52.1,142,14.2,52.1,142,14.2
7838,2011-03-14T16:35:00-07:00,0:05:00,56.77,118,11.92,56.77,118,11.92
7840,2011-03-14T16:40:00-07:00,0:05:00,55.94,145,13,55.94,145,13
7842,2011-03-14T16:45:00-07:00,0:05:00,56.69,127,13.38,56.69,127,13.38
7844,2011-03-14T16:50:00-07:00,0:05:00,56.19,146,13.4,56.19,146,13.4
7846,2011-03-14T16:55:00-07:00,0:05:00,55.77,96,9.85,55.77,96,9.85
7848,2011-03-14T17:00:00-07:00,0:05:00,53.08,140,14,53.08,140,14
7850,2011-03-14T17:05:00-07:00,0:05:00,52.37,131,14.23,52.37,131,14.23
7852,2011-03-14T17:10:00-07:00,0:05:00,53.86,98,13.7,53.86,98,13.7
7855,2011-03-14T17:15:00-07:00,0:05:00,55.61,115,13.33,55.61,115,13.33
7857,2011-03-14T17:20:00-07:00,0:05:00,53.45,137,13.2,53.45,137,13.2
7859,2011-03-14T17:25:00-07:00,0:05:00,54.5,142,15.15,54.5,142,15.15
7861,2011-03-14T17:30:00-07:00,0:05:00,55.64,116,10.93,55.64,116,10.93
7863,2011-03-14T17:35:00-07:00,0:05:00,56.98,126,13.54,56.98,126,13.54
7864,2011-03-14T17:40:00-07:00,0:05:00,57.73,141,12.73,57.73,141,12.73
7866,2011-03-14T17:45:00-07:00,0:05:00,58.02,111,11.69,58.02,111,11.69
7868,2011-03-14T17:50:00-07:00,0:05:00,57.5,121,10.8,57.5,121,10.8
7870,2011-03-14T17:55:00-07:00,0:05:00,57.6,101,11.54,57.6,101,11.54
7872,2011-03-14T18:00:00-07:00,0:05:00,58.39,114,10.4,58.39,114,10.4
7874,2011-03-14T18:05:00-07:00,0:05:00,59.58,107,10.62,59.58,107,10.62
7876,2011-03-14T18:10:00-07:00,0:05:00,59.84,62,7.4,59.84,62,7.4
7878,2011-03-14T18:15:00-07:00,0:05:00,58.06,102,10.92,58.06,102,10.92
7880,2011-03-14T18:20:00-07:00,0:05:00,57.55,143,13.67,57.55,143,13.67
7882,2011-03-14T18:25:00-07:00,0:05:00,59.82,114,11.54,59.82,114,11.54
7884,2011-03-14T18:30:00-07:00,0:05:00,56.07,89,13.44,56.07,89,13.44
7886,2011-03-14T18:35:00-07:00,0:05:00,58.74,87,8.77,58.74,87,8.77
7889,2011-03-14T18:40:00-07:00,0:05:00,59.99,67,10.11,59.99,67,10.11
7891,2011-03-14T18:45:00-07:00,0:05:00,59.99,79,8,59.99,79,8
7892,2011-03-14T18:50:00-07:00,0:05:00,61.07,109,10,61.07,109,10
7894,2011-03-14T18:55:00-07:00,0:05:00,60.77,71,7.38,60.77,71,7.38
7896,2011-03-14T19:00:00-07:00,0:05:00,60,38,3.55,60,38,3.55
7898,2011-03-14T19:05:00-07:00,0:05:00,60.54,59,5.38,60.54,59,5.38
7900,2011-03-14T19:10:00-07:00,0:05:00,58.95,59,7,58.95,59,7
7902,2011-03-14T19:15:00-07:00,0:05:00,60.5,56,6.33,60.5,56,6.33
7904,2011-03-14T19:20:00-07:00,0:05:00,59.26,73,5.93,59.26,73,5.93
7906,2011-03-14T19:25:00-07:00,0:05:00,60.71,56,5.38,60.71,56,5.38
7908,2011-03-14T19:30:00-07:00,0:05:00,60.79,52,4.13,60.79,52,4.13
7910,2011-03-14T19:35:00-07:00,0:05:00,60.65,62,5.62,60.65,62,5.62
7912,2011-03-14T19:40:00-07:00,0:05:00,55.33,39,3.2,55.33,39,3.2
7914,2011-03-14T19:45:00-07:00,0:05:00,61.15,34,2.54,61.15,34,2.54
7916,2011-03-14T19:50:00-07:00,0:05:00,59.15,62,4.87,59.15,62,4.87
7918,2011-03-14T19:55:00-07:00,0:05:00,59.55,40,3.69,59.55,40,3.69
7921,2011-03-14T20:00:00-07:00,0:05:00,60.37,43,3.47,60.37,43,3.47
7923,2011-03-14T20:05:00-07:00,0:05:00,60.23,39,3.38,60.23,39,3.38
7925,2011-03-14T20:10:00-07:00,0:05:00,59.73,40,3,59.73,40,3
7926,2011-03-14T20:15:00-07:00,0:05:00,60.6,42,3.31,60.6,42,3.31
7929,2011-03-14T20:20:00-07:00,0:05:00,59.09,44,3.07,59.09,44,3.07
7930,2011-03-14T20:25:00-07:00,0:05:00,61.74,46,3.62,61.74,46,3.62
7932,2011-03-14T20:30:00-07:00,0:05:00,60.83,29,1.8,60.83,29,1.8
7934,2011-03-14T20:35:00-07:00,0:05:00,59.36,28,2.31,59.36,28,2.31
7936,2011-03-14T20:40:00-07:00,0:05:00,59.16,32,2.33,59.16,32,2.33
7938,2011-03-14T20:45:00-07:00,0:05:00,60.69,29,2.31,60.69,29,2.31
7940,2011-03-14T20:50:00-07:00,0:05:00,60.42,43,3.8,60.42,43,3.8
7942,2011-03-14T20:55:00-07:00,0:05:00,59.86,36,3.54,59.86,36,3.54
7944,2011-03-14T21:00:00-07:00,0:05:00,59.87,46,3.73,59.87,46,3.73
7946,2011-03-14T21:05:00-07:00,0:05:00,58.13,40,3.38,58.13,40,3.38
7948,2011-03-14T21:10:00-07:00,0:05:00,60.19,32,2.53,60.19,32,2.53
7950,2011-03-14T21:15:00-07:00,0:05:00,60.86,43,4.15,60.86,43,4.15
7952,2011-03-14T21:20:00-07:00,0:05:00,59.67,45,3.4,59.67,45,3.4
7954,2011-03-14T21:25:00-07:00,0:05:00,60.88,24,1.54,60.88,24,1.54
7957,2011-03-14T21:30:00-07:00,0:05:00,58.71,31,2.73,58.71,31,2.73
7959,2011-03-14T21:35:00-07:00,0:05:00,60.81,21,2,60.81,21,2
7961,2011-03-14T21:40:00-07:00,0:05:00,62.11,28,2.07,62.11,28,2.07
7962,2011-03-14T21:45:00-07:00,0:05:00,62.96,28,2,62.96,28,2
7964,2011-03-14T21:50:00-07:00,0:05:00,61.1,21,1.53,61.1,21,1.53
7966,2011-03-14T21:55:00-07:00,0:05:00,62.5,24,1.31,62.5,24,1.31
7968,2011-03-14T22:00:00-07:00,0:05:00,62.39,31,3.56,62.39,31,3.56
7970,2011-03-14T22:05:00-07:00,0:05:00,65.6,10,1.14,65.6,10,1.14
7972,2011-03-14T22:10:00-07:00,0:05:00,62.23,22,2.1,62.23,22,2.1
7974,2011-03-14T22:15:00-07:00,0:05:00,63.57,23,1.33,63.57,23,1.33
7976,2011-03-14T22:20:00-07:00,0:05:00,65.78,18,0.6,65.78,18,0.6
7978,2011-03-14T22:25:00-07:00,0:05:00,63.04,25,1.62,63.04,25,1.62
7980,2011-03-14T22:30:00-07:00,0:05:00,62.54,13,1.22,62.54,13,1.22
7982,2011-03-14T22:35:00-07:00,0:05:00,60,13,0.31,60,13,0.31
7984,2011-03-14T22:40:00-07:00,0:05:00,60.69,13,0.6,60.69,13,0.6
7986,2011-03-14T22:45:00-07:00,0:05:00,62.33,18,1.31,62.33,18,1.31
7989,2011-03-14T22:50:00-07:00,0:05:00,63.54,13,0.73,63.54,13,0.73
7991,2011-03-14T22:55:00-07:00,0:05:00,66.4,10,0.69,66.4,10,0.69
7993,2011-03-14T23:00:00-07:00,0:05:00,60.38,8,0.27,60.38,8,0.27
7995,2011-03-14T23:05:00-07:00,0:05:00,61.88,8,0.38,61.88,8,0.38
7997,2011-03-14T23:10:00-07:00,0:05:00,61.07,15,0.67,61.07,15,0.67
7998,2011-03-14T23:15:00-07:00,0:05:00,66.38,8,0.23,66.38,8,0.23
8000,2011-03-14T23:20:00-07:00,0:05:00,66,12,0.33,66,12,0.33
8002,2011-03-14T23:25:00-07:00,0:05:00,62.17,12,0.69,62.17,12,0.69
8004,2011-03-14T23:30:00-07:00,0:05:00,63.2,10,0.4,63.2,10,0.4
8006,2011-03-14T23:35:00-07:00,0:05:00,62.8,5,0.29,62.8,5,0.29
8008,2011-03-14T23:40:00-07:00,0:05:00,64.7,23,1.53,64.7,23,1.53
8010,2011-03-14T23:45:00-07:00,0:05:00,66.5,8,1.14,66.5,8,1.14
8012,2011-03-14T23:50:00-07:00,0:05:00,61.67,6,0.4,61.67,6,0.4
8014,2011-03-14T23:55:00-07:00,0:05:00,61,4,0.15,61,4,0.15
8017,2011-03-15T00:00:00-07:00,0:05:00,64.6,5,0.2,64.6,5,0.2
8019,2011-03-15T00:05:00-07:00,0:05:00,64,4,0.15,64,4,0.15
8021,2011-03-15T00:10:00-07:00,0:05:00,30.17,6,0.2,30.17,6,0.2
8022,2011-03-15T00:15:00-07:00,0:05:00,59.33,6,0.46,59.33,6,0.46
8025,2011-03-15T00:20:00-07:00,0:05:00,62.67,9,0.07,62.67,9,0.07
8026,2011-03-15T00:25:00-07:00,0:05:00,63,4,0.23,63,4,0.23
8029,2011-03-15T00:30:00-07:00,0:05:00,61,3,0.13,61,3,0.13
8030,2011-03-15T00:35:00-07:00,0:05:00,70,1,0.08,70,1,0.08
8032,2011-03-15T00:40:00-07:00,0:05:00,59.8,5,0.27,59.8,5,0.27
8034,2011-03-15T00:45:00-07:00,0:05:00,60.4,5,0.15,60.4,5,0.15
8037,2011-03-15T00:50:00-07:00,0:05:00,63.2,5,0.2,63.2,5,0.2
8039,2011-03-15T00:55:00-07:00,0:05:00,64.2,5,0.15,64.2,5,0.15
8041,2011-03-15T01:00:00-07:00,0:05:00,65.6,5,0.07,65.6,5,0.07
8043,2011-03-15T01:05:00-07:00,0:05:00,62.91,11,0.69,62.91,11,0.69
8045,2011-03-15T01:10:00-07:00,0:05:00,NA,0,0,61.42,0,0
8046,2011-03-15T01:15:00-07:00,0:05:00,NA,0,0,62,0,0
8048,2011-03-15T01:20:00-07:00,0:05:00,64,2,0,64,2,0
8051,2011-03-15T01:25:00-07:00,0:05:00,59,2,0.15,59,2,0.15
8053,2011-03-15T01:30:00-07:00,0:05:00,64,2,0.2,64,2,0.2
8055,2011-03-15T01:35:00-07:00,0:05:00,66,3,0,66,3,0
8056,2011-03-15T01:40:00-07:00,0:05:00,58.5,4,0.27,58.5,4,0.27
8058,2011-03-15T01:45:00-07:00,0:05:00,70,2,0,70,2,0
8061,2011-03-15T01:50:00-07:00,0:05:00,NA,0,0,62.67,0,0
8062,2011-03-15T01:55:00-07:00,0:05:00,NA,0,0,61.17,0,0
8064,2011-03-15T02:00:00-07:00,0:05:00,63,2,0.33,63,2,0.33
8067,2011-03-15T02:05:00-07:00,0:05:00,NA,0,0,58.65,0,0
8068,2011-03-15T02:10:00-07:00,0:05:00,NA,0,0,63.47,0,0
8070,2011-03-15T02:15:00-07:00,0:05:00,51,1,0.08,51,1,0.08
8072,2011-03-15T02:20:00-07:00,0:05:00,63,1,0.07,63,1,0.07
8074,2011-03-15T02:25:00-07:00,0:05:00,62,2,0,62,2,0
8076,2011-03-15T02:30:00-07:00,0:05:00,66,1,0.07,66,1,0.07
8078,2011-03-15T02:35:00-07:00,0:05:00,67.5,2,0.15,67.5,2,0.15
8080,2011-03-15T02:40:00-07:00,0:05:00,58.5,4,0.4,58.5,4,0.4
8082,2011-03-15T02:45:00-07:00,0:05:00,NA,0,0,59.87,0,0
8084,2011-03-15T02:50:00-07:00,0:05:00,59,6,1,59,6,1
8086,2011-03-15T02:55:00-07:00,0:05:00,72.75,8,0.38,72.75,8,0.38
8089,2011-03-15T03:00:00-07:00,0:05:00,NA,0,0,62.34,0,0
8091,2011-03-15T03:05:00-07:00,0:05:00,63.33,6,0.31,63.33,6,0.31
8092,2011-03-15T03:10:00-07:00,0:05:00,58,4,0.27,58,4,0.27
8094,2011-03-15T03:15:00-07:00,0:05:00,NA,0,0,54.13,0,0
8096,2011-03-15T03:20:00-07:00,0:05:00,62,2,0,62,2,0
8098,2011-03-15T03:25:00-07:00,0:05:00,59,1,0.14,59,1,0.14
8100,2011-03-15T03:30:00-07:00,0:05:00,62.54,13,0.73,62.54,13,0.73
8102,2011-03-15T03:35:00-07:00,0:05:00,62.5,2,0,62.5,2,0
8104,2011-03-15T03:40:00-07:00,0:05:00,67.83,6,0.2,67.83,6,0.2
8106,2011-03-15T03:45:00-07:00,0:05:00,58.57,7,1,58.57,7,1
8109,2011-03-15T03:50:00-07:00,0:05:00,62.5,4,0.13,62.5,4,0.13
8110,2011-03-15T03:55:00-07:00,0:05:00,64.4,5,0.43,64.4,5,0.43
8112,2011-03-15T04:00:00-07:00,0:05:00,62.33,3,0.3,62.33,3,0.3
8114,2011-03-15T04:05:00-07:00,0:05:00,59.86,7,0.54,59.86,7,0.54
8117,2011-03-15T04:10:00-07:00,0:05:00,64.64,11,0.73,64.64,11,0.73
8118,2011-03-15T04:15:00-07:00,0:05:00,60.57,7,0.31,60.57,7,0.31
8120,2011-03-15T04:20:00-07:00,0:05:00,64.82,11,0.6,64.82,11,0.6
8123,2011-03-15T04:25:00-07:00,0:05:00,65.62,21,1.54,65.62,21,1.54
8125,2011-03-15T04:30:00-07:00,0:05:00,63.27,22,1.2,63.27,22,1.2
8127,2011-03-15T04:35:00-07:00,0:05:00,63.97,32,3.38,63.97,32,3.38
8129,2011-03-15T04:40:00-07:00,0:05:00,62.58,45,2.87,62.58,45,2.87
8131,2011-03-15T04:45:00-07:00,0:05:00,65.57,21,1.62,65.57,21,1.62
8132,2011-03-15T04:50:00-07:00,0:05:00,62.22,45,3.47,62.22,45,3.47
8134,2011-03-15T04:55:00-07:00,0:05:00,64.74,31,2.08,64.74,31,2.08
8136,2011-03-15T05:00:00-07:00,0:05:00,63.95,19,1.9,63.95,19,1.9
8138,2011-03-15T05:05:00-07:00,0:05:00,61.75,64,6.08,61.75,64,6.08
8140,2011-03-15T05:10:00-07:00,0:05:00,61.69,58,4.93,61.69,58,4.93
8142,2011-03-15T05:15:00-07:00,0:05:00,59.7,40,3.46,59.7,40,3.46
8144,2011-03-15T05:20:00-07:00,0:05:00,62.78,59,5.2,62.78,59,5.2
8146,2011-03-15T05:25:00-07:00,0:05:00,58.56,98,9.85,58.56,98,9.85
8148,2011-03-15T05:30:00-07:00,0:05:00,60.26,95,7.93,60.26,95,7.93
8150,2011-03-15T05:35:00-07:00,0:05:00,57.69,108,11.31,57.69,108,11.31
8152,2011-03-15T05:40:00-07:00,0:05:00,57.17,127,10.93,57.17,127,10.93
8154,2011-03-15T05:45:00-07:00,0:05:00,56.13,112,12.08,56.13,112,12.08
8157,2011-03-15T05:50:00-07:00,0:05:00,55.56,117,10.4,55.56,117,10.4
8159,2011-03-15T05:55:00-07:00,0:05:00,55.52,105,11.54,55.52,105,11.54
8160,2011-03-15T06:00:00-07:00,0:05:00,55.33,142,13.47,55.33,142,13.47
8162,2011-03-15T06:05:00-07:00,0:05:00,52.88,138,15.69,52.88,138,15.69
8164,2011-03-15T06:10:00-07:00,0:05:00,46.77,142,16.67,46.77,142,16.67
8166,2011-03-15T06:15:00-07:00,0:05:00,30.97,131,24.38,30.97,131,24.38
8168,2011-03-15T06:20:00-07:00,0:05:00,36.96,125,19.27,36.96,125,19.27
8170,2011-03-15T06:25:00-07:00,0:05:00,52.57,104,10.85,52.57,104,10.85
8172,2011-03-15T06:30:00-07:00,0:05:00,52.7,121,11.93,52.7,121,11.93
8174,2011-03-15T06:35:00-07:00,0:05:00,54.2,91,9.85,54.2,91,9.85
8176,2011-03-15T06:40:00-07:00,0:05:00,49.58,120,13.73,49.58,120,13.73
8178,2011-03-15T06:45:00-07:00,0:05:00,46.98,112,13.92,46.98,112,13.92
8180,2011-03-15T06:50:00-07:00,0:05:00,46.22,86,16.11,46.22,86,16.11
8182,2011-03-15T06:55:00-07:00,0:05:00,45.1,79,19.57,45.1,79,19.57
8184,2011-03-15T07:00:00-07:00,0:05:00,24.09,117,34,24.09,117,34
8186,2011-03-15T07:05:00-07:00,0:05:00,21.31,64,35.29,21.31,64,35.29
8189,2011-03-15T07:10:00-07:00,0:05:00,21.27,125,32.53,21.27,125,32.53
8191,2011-03-15T07:15:00-07:00,0:05:00,27.12,116,29.15,27.12,116,29.15
8193,2011-03-15T07:20:00-07:00,0:05:00,22.59,146,35.2,22.59,146,35.2
8194,2011-03-15T07:25:00-07:00,0:05:00,20.21,107,34,20.21,107,34
8197,2011-03-15T07:30:00-07:00,0:05:00,20.16,69,28.67,20.16,69,28.67
8198,2011-03-15T07:35:00-07:00,0:05:00,17.23,101,40.08,17.23,101,40.08
8200,2011-03-15T07:40:00-07:00,0:05:00,22.1,127,33.47,22.1,127,33.47
8202,2011-03-15T07:45:00-07:00,0:05:00,28.43,123,29.62,28.43,123,29.62
8204,2011-03-15T07:50:00-07:00,0:05:00,18.69,130,37.07,18.69,130,37.07
8206,2011-03-15T07:55:00-07:00,0:05:00,26.83,120,28.92,26.83,120,28.92
8208,2011-03-15T08:00:00-07:00,0:05:00,37.9,141,21.67,37.9,141,21.67
8210,2011-03-15T08:05:00-07:00,0:05:00,33.13,120,24.38,33.13,120,24.38
8212,2011-03-15T08:10:00-07:00,0:05:00,25.64,131,29.4,25.64,131,29.4
8214,2011-03-15T08:15:00-07:00,0:05:00,31.54,123,26.85,31.54,123,26.85
8216,2011-03-15T08:20:00-07:00,0:05:00,18.5,115,40.67,18.5,115,40.67
8218,2011-03-15T08:25:00-07:00,0:05:00,21.02,105,34.38,21.02,105,34.38
8220,2011-03-15T08:30:00-07:00,0:05:00,22.39,118,32,22.39,118,32
8222,2011-03-15T08:35:00-07:00,0:05:00,20.55,97,30.85,20.55,97,30.85
8225,2011-03-15T08:40:00-07:00,0:05:00,21.38,81,34.8,21.38,81,34.8
8227,2011-03-15T08:45:00-07:00,0:05:00,24.54,95,33.38,24.54,95,33.38
8229,2011-03-15T08:50:00-07:00,0:05:00,20.25,71,35.4,20.25,71,35.4
8230,2011-03-15T08:55:00-07:00,0:05:00,19.17,106,39.38,19.17,106,39.38
8232,2011-03-15T09:00:00-07:00,0:05:00,37.75,135,22.2,37.75,135,22.2
8234,2011-03-15T09:05:00-07:00,0:05:00,22.91,104,31.08,22.91,104,31.08
8236,2011-03-15T09:10:00-07:00,0:05:00,23.33,145,34.93,23.33,145,34.93
8238,2011-03-15T09:15:00-07:00,0:05:00,29.37,124,32.08,29.37,124,32.08
8240,2011-03-15T09:20:00-07:00,0:05:00,24.57,127,30.47,24.57,127,30.47
8242,2011-03-15T09:25:00-07:00,0:05:00,27.93,106,29,27.93,106,29
8244,2011-03-15T09:30:00-07:00,0:05:00,20.7,132,36.4,20.7,132,36.4
8246,2011-03-15T09:35:00-07:00,0:05:00,29.47,115,28.85,29.47,115,28.85
8248,2011-03-15T09:40:00-07:00,0:05:00,31.16,122,26.73,31.16,122,26.73
8250,2011-03-15T09:45:00-07:00,0:05:00,19.18,103,36.54,19.18,103,36.54
8252,2011-03-15T09:50:00-07:00,0:05:00,30.28,126,24.33,30.28,126,24.33
8254,2011-03-15T09:55:00-07:00,0:05:00,20.25,115,34.77,20.25,115,34.77
8257,2011-03-15T10:00:00-07:00,0:05:00,24,77,38.5,24,77,38.5
8259,2011-03-15T10:05:00-07:00,0:05:00,23.64,106,30.85,23.64,106,30.85
8261,2011-03-15T10:10:00-07:00,0:05:00,20.42,106,37.27,20.42,106,37.27
8263,2011-03-15T10:15:00-07:00,0:05:00,21.29,111,34.77,21.29,111,34.77
8265,2011-03-15T10:20:00-07:00,0:05:00,23.36,137,33.27,23.36,137,33.27
8266,2011-03-15T10:25:00-07:00,0:05:00,30.03,119,28.08,30.03,119,28.08
8268,2011-03-15T10:30:00-07:00,0:05:00,16.11,111,39.2,16.11,111,39.2
8270,2011-03-15T10:35:00-07:00,0:05:00,31.81,110,24,31.81,110,24
8272,2011-03-15T10:40:00-07:00,0:05:00,41.19,137,20.93,41.19,137,20.93
8274,2011-03-15T10:45:00-07:00,0:05:00,25.6,103,34.54,25.6,103,34.54
8276,2011-03-15T10:50:00-07:00,0:05:00,22.12,116,33.13,22.12,116,33.13
8278,2011-03-15T10:55:00-07:00,0:05:00,19.87,62,38.43,19.87,62,38.43
8280,2011-03-15T11:00:00-07:00,0:05:00,23.48,129,35.47,23.48,129,35.47
8282,2011-03-15T11:05:00-07:00,0:05:00,30.81,112,27.15,30.81,112,27.15
8284,2011-03-15T11:10:00-07:00,0:05:00,26.34,120,29.4,26.34,120,29.4
8286,2011-03-15T11:15:00-07:00,0:05:00,22.09,108,37.62,22.09,108,37.62
8288,2011-03-15T11:20:00-07:00,0:05:00,36.89,136,32,36.89,136,32
